view,theta_deg,gt_P11,gt_P12,gt_P13,gt_P14,gt_P21,gt_P22,gt_P23,gt_P24,gt_P31,gt_P32,gt_P33,gt_P34,unregularized_P11,unregularized_P12,unregularized_P13,unregularized_P14,unregularized_P21,unregularized_P22,unregularized_P23,unregularized_P24,unregularized_P31,unregularized_P32,unregularized_P33,unregularized_P34,intrinsic001_P11,intrinsic001_P12,intrinsic001_P13,intrinsic001_P14,intrinsic001_P21,intrinsic001_P22,intrinsic001_P23,intrinsic001_P24,intrinsic001_P31,intrinsic001_P32,intrinsic001_P33,intrinsic001_P34
284,4.642201834862391,1180.439805433635,35.54851998177187,289.63566504882033,147579.53718500712,-41.513226964372215,1201.8449944483684,121.17221029323355,109009.26494279844,-0.07776780496777706,0.018178056142969183,0.9968057618138837,749.1289094017413,1178.4269441978095,35.313677010713455,289.51216232453066,147233.83653399334,-40.90796460884897,1199.3932517639898,120.40906697466575,108803.79935496938,-0.07565492020797616,0.01818516947609553,0.9969682204862151,747.6157470503708,1180.6520996487632,34.69882965203651,289.0549926854245,147494.01562992058,-40.43962097302881,1201.647827188526,121.50514984536217,108924.40625363386,-0.07594764977946929,0.018132055178889554,0.9969469309185744,748.9037475835781
285,5.045871559633028,1178.4037085839734,35.025306585512766,297.85927772257816,147527.3326991351,-41.89176488446144,1201.82900444822,121.15123890606093,109000.16907629908,-0.08469918793395324,0.01798074207681785,0.9962443176639433,749.123760801318,1176.2993645537745,35.52545324230912,297.96940266127376,147235.39699720996,-42.06464121637332,1199.3409890823202,120.42374426320316,108809.24316204457,-0.08281048611936895,0.017910920820582703,0.9964043467910166,747.6387469610648,1178.5796478075679,34.273896949299086,297.41261228332297,147444.47600147832,-40.95059405501,1201.6215190579796,121.54492785271061,108919.63035678487,-0.08300892671897747,0.017881383136171998,0.9963883651579342,748.9013429841193
286,5.449541284403679,1176.3107474345827,34.48280847138834,306.06912937511214,147475.57812592763,-42.25359046872732,1201.8131300563307,121.13559180919806,108991.0281361395,-0.09162647688611818,0.017780964657085997,0.995634685027245,749.1199171564704,1174.244395613868,34.69545396433237,306.21570107115764,147175.67323468073,-42.183422478334094,1199.358531588072,120.59637562584695,108801.03225515706,-0.08977756732196653,0.017568212164819512,0.9958068820444461,747.6647407940106,1176.504984602105,33.56563128784746,305.6093697318759,147401.0287090867,-41.15913701632486,1201.6154578020607,121.58796482300014,108915.3028100074,-0.08993562900960213,0.01765298440424373,0.995791120052931,748.911058867542
287,5.853211009174331,1174.160922302077,33.921350189608866,314.2650126440467,147424.34330004975,-42.59908952276115,1201.7973668619888,121.125261885684,108981.82978662048,-0.09854951059631484,0.017578991227441835,0.9949768705998409,749.1174048701569,1172.2175573964626,33.86731038215621,314.24604024773225,147136.0035270424,-42.25959116194344,1199.418363712564,120.68080428447824,108801.6197956171,-0.09656679116704707,0.017316405145178432,0.9951758623261256,747.70186118511,1174.4629830509407,33.060698628412524,313.45323915850554,147337.1994060929,-41.44293489755116,1201.6502382240878,121.26199034745487,108907.16131359736,-0.09658583009831803,0.01773214295452634,0.9951666938410162,748.9090387141327
288,6.256880733944968,1171.954230711585,33.34125851654191,322.44671817172735,147373.69873689345,-42.928647367980204,1201.7817093108779,121.12024172600869,108972.5615429824,-0.1054681267964906,0.017375081909694327,0.9942708789654211,749.1162493238762,1170.1722735883761,33.12178894134748,322.1107572034822,147070.81656929513,-42.32425043864571,1199.5055263531215,120.46016263476409,108792.75301018129,-0.1032308443141329,0.017316090422169386,0.9945066846405218,747.7166954932237,1172.170300022562,32.80970797571442,321.90704673512454,147305.53275006433,-42.187843752367634,1201.59754641598,121.43226747193928,108901.54017148289,-0.10374756263048035,0.01735081355061277,0.99445230781439,748.9121780365938
289,6.660550458715591,1169.6906674872773,32.742862287136326,330.61403456946226,147323.7156107638,-43.24264883708808,1201.7661507573564,121.12052363345869,108963.2107694103,-0.11238216212415114,0.017169489599850193,0.9935167126239909,749.1164748648353,1167.9556973794727,32.72333972482646,330.2230514996019,147005.06388115388,-42.75331464409962,1199.552251935157,120.16908625677831,108781.21602229914,-0.1101192650788805,0.017336920086564178,0.9937671652154741,747.7196541132699,1169.8888439081463,32.5273264863508,330.1365152961777,147278.0690473425,-42.82909892267797,1201.5791495720644,121.41219344435062,108900.86828776654,-0.11072877112014325,0.017138025598397885,0.9937028868453648,748.920486065965
290,7.064220183486242,1167.3702248416398,32.126492228206104,338.76674838217286,147274.46573288707,-43.54147826963934,1201.750683515452,121.12609962945677,108953.7646770642,-0.11929145206983677,0.016962459965269686,0.9927143720199665,749.1181047933351,1165.6811893531788,32.388180807351105,338.3330795894561,146966.25466605893,-43.2790922554236,1199.5881728515728,119.99504470329965,108777.72220360412,-0.117010321457807,0.017257303547401796,0.9929807501390012,747.7378167088169,1167.5425645974994,32.051489742116004,338.39882323158866,147241.3858401052,-43.29564907520154,1201.5642920075225,121.44618593374143,108897.46521116538,-0.11774544035221449,0.01689381470020732,0.9929001008667175,748.9286865996079
291,7.467889908256893,1164.9928924634357,31.4924807925354,346.904644053412,147226.02152924312,-43.82551950769668,1201.7352989085264,121.13696145890792,108944.21032213495,-0.1261958309263537,0.016754231442911625,0.9918638555696868,749.1211613503735,1163.2614661858236,32.1087262689552,346.62444817357436,146943.40518593544,-43.96994749654084,1199.5623692432696,120.1104880218428,108778.60858729902,-0.12406415402457364,0.016920933377402355,0.9921299147288144,747.76690132346,1165.1925398268663,31.541484381625246,346.4974716495467,147182.00461959362,-43.62936075132437,1201.5940263627892,121.19220590377853,108892.46842016038,-0.12464260122988466,0.016902367251870096,0.9920577261127151,748.9281056206461
292,7.87155963302753,1162.5586576043747,30.84116199376818,355.02750389072327,147178.45601823015,-44.095155891573604,1201.719987317681,121.15310059556326,108934.534603929,-0.1330951317397047,0.0165450352386584,0.9909651596883426,749.125665705478,1160.8862290202107,31.621227224947727,354.6829219207124,146889.34356671333,-44.325660650257404,1199.61132662814,119.89080795587051,108770.132676778,-0.13092592342252402,0.016891177722596726,0.9912482487707623,747.7815542427088,1162.7640291368587,30.8082864297577,354.66723359846964,147138.0144925693,-43.822047849984536,1201.600088408274,121.21012785129994,108884.00697448682,-0.1315989186172148,0.01670432822961044,0.9911622924814972,748.9514712865628
293,8.275229357798153,1160.0675051644089,30.172871242045403,363.13510803128656,147131.8427881584,-44.35077025565098,1201.7047382288295,121.17450824740955,108924.72426297849,-0.1399891862616495,0.016335095327713888,0.9900182788163235,749.1316379447538,1158.6171292704666,30.207342537021578,362.53098763936964,146823.93012095412,-43.78454751262028,1199.7391975162623,119.95453040933899,108761.12734640637,-0.13758682513169937,0.016737126835435216,0.9903482893080967,747.8316884898527,1160.307958036877,30.668792054262834,362.657523811454,147109.63740953468,-44.540797213700415,1201.6028790092687,121.00124857590484,108882.5054325885,-0.13841472263586255,0.01663784273855322,0.9902345917744161,748.9590290397008
294,8.678899082568819,1157.5194177757073,29.487945180355503,371.2272344078239,147086.25597457946,-44.59274492426134,1201.6895402785206,121.20117536209781,108914.76587918325,-0.1468778249038338,0.01612462845606798,0.9890232054449848,749.1390970591713,1156.0670361359776,29.8370811701663,370.7150244929486,146789.01823073445,-44.37261569333346,1199.7398838249699,120.03505405090895,108759.8887911798,-0.14456856458646536,0.016439168187258307,0.9893582181812207,747.8635200949761,1157.7221300248061,30.16134544701917,370.8784668484923,147076.3076796247,-45.00143285126542,1201.5804049545538,121.08738311636368,108874.16830668665,-0.14542780339920408,0.016350022912600886,0.9892337594063599,748.9732420542225
295,9.08256880733947,1154.914375885214,28.78672152156229,379.3036587147154,147041.77023745477,-44.821461707630526,1201.674381298434,121.23309263241794,108904.6458699794,-0.15376087669342023,0.01591384414302286,0.9879799301418336,749.1480609330712,1153.3136994636764,29.46303192244527,379.20750292883235,146767.96613773968,-45.093492626702144,1199.6690403832895,120.40754729412187,108757.13492343263,-0.15181773504627813,0.015878992044729638,0.9882809483831312,747.9026780623549,1155.2281625092082,28.744694859251656,378.8063607507532,147007.75175744138,-44.45912513957083,1201.6434413338798,121.08092119536279,108856.86473129693,-0.1521980618909972,0.016271198496144817,0.98821606850735,749.0122584456191
296,9.486238532110093,1152.2523578358323,28.069538886077517,387.3641543743014,146998.460738164,-45.03730189787115,1201.6592483586232,121.27025050183049,108894.35048854056,-0.16063816923016408,0.015702944684777117,0.9868884415751398,749.1585463329094,1150.8673963461658,28.889200075080733,386.89313557442097,146724.58931249622,-45.24986029831995,1199.7969550854311,119.96440772987178,108753.8913794499,-0.15838659624182344,0.016074582599053852,0.9872463187701415,747.9279983174059,1152.3327550617807,28.892773212670093,387.37220948798614,146981.498956549,-45.74082428053087,1201.5140238984368,121.43171840675869,108850.88609325481,-0.15952804365625786,0.015655232680679153,0.987069256423743,748.9924077362253
297,9.88990825688073,1149.5333399461813,27.336736640144395,395.40849250332235,146956.40311635757,-45.24064626501916,1201.6441278094492,121.31263917006436,108883.8658220081,-0.16750952864486604,0.015492125159065288,0.9857487265379705,749.1705688962305,1148.0309017876764,28.66462370989666,395.22388314937115,146708.36167506626,-46.070015675890374,1199.7361027936133,120.18100164003465,108753.54076751768,-0.1655230697117771,0.015631309024185185,0.9860820328813322,747.9613764724924,1149.7984619935175,27.121963502850782,395.14117434371184,146931.84376015348,-44.82655334782423,1201.6092530127228,121.46028900985816,108836.03125752094,-0.16616418958858517,0.01561299990970499,0.9859744907106818,749.0609131377001
298,10.293577981651381,1146.7572965889444,26.58865473470122,403.4364418794596,146915.67346665717,-45.43187505310769,1201.629005322261,121.36024859878795,108873.17778975538,-0.1743747795591355,0.015281573430851375,0.9845607699716562,749.1841431208785,1145.4410934608768,27.660279436852598,403.0306335779839,146667.4912044954,-45.90299604966315,1199.8505082296979,120.06427291671271,108744.52095626491,-0.1721953313935526,0.015603728788303585,0.9849392323865293,748.007260708824,1147.0630870641485,26.480666576653338,403.1286539251487,146902.18451762525,-45.0714025883886,1201.636816424955,121.35170499484136,108831.27122803227,-0.1730103755635867,0.015528760535168168,0.9847975769383209,749.0909271749388
299,10.697247706422033,1143.9242002677684,25.825633544793348,411.44776890794606,146876.3483152069,-45.61136797627156,1201.6138659287822,121.41306851736451,108862.27214168374,-0.1812337450464067,0.015071470159076054,0.9833245549886864,749.1992823544492,1142.5760566978943,27.627004790087906,411.1232324607916,146642.6102597007,-46.75820569591248,1199.8505931762465,119.85418010540926,108743.54753105415,-0.1791515659173306,0.015503198001932901,0.9836993276815235,748.0256392784935,1144.2343053560612,25.817435493812877,411.1824224039541,146877.06922959382,-45.33838861295273,1201.646783572516,121.34168799369918,108825.41123614807,-0.17992016007327727,0.015361582632862962,0.9835612628495594,749.1217384247217
300,11.10091743119267,1141.0340216927184,25.048013709503167,419.4422375881996,146838.50459607597,-45.779504214876226,1201.5986940592256,121.471088428697,108851.13445655108,-0.18808624659414108,0.014861988804458446,0.9820400628950451,749.215998783969,1139.7533988828222,26.43955093999061,419.16733700295674,146620.93496628257,-46.61088747684402,1199.8879129196546,120.2377704481416,108734.29903346868,-0.18603456696585557,0.015067985277852726,0.9824276541880798,748.0931080337183,1141.4309497726435,24.67736642366148,419.0822458343443,146829.5677696677,-45.0698515577225,1201.705359584218,121.27770903707537,108817.20326303554,-0.18670545691751658,0.015325133539246936,0.9822963975497547,749.16950282798
301,11.504587155963293,1138.086729854297,24.256135972369407,427.41960948045636,146802.21962752074,-45.93666241166643,1201.5834735791552,121.53429761517353,108839.75014033692,-0.19493210406715258,0.0146532956383542,0.9807072732119855,749.2343034258315,1136.7247414844558,26.041987713554345,427.37538512563805,146590.3293026273,-47.19552910103362,1199.8732948310924,120.26964146700442,108724.50490953567,-0.19309490506160998,0.01480410381534436,0.9810683952454448,748.1234614241114,1138.384743859449,24.84101363072635,427.21765842303563,146812.57520010846,-46.21122539286251,1201.6453559836052,121.22959894035138,108811.81437653633,-0.19371524985787017,0.015053167899850903,0.9809423041691503,749.1695220410237
302,11.908256880733958,1135.0822920959847,23.450341022267484,435.37964367234866,146767.57108810582,-46.08322066792867,1201.5681878250643,121.6026851447155,108828.10442464134,-0.20177113567199345,0.014445549752673209,0.9793261636972521,749.2542061159675,1133.8206226370094,25.077207117629914,435.29427582548874,146574.9147816974,-47.20730102660761,1199.9311001179196,120.4565804977536,108722.7328909325,-0.19989308388269733,0.014517546545097194,0.9797101591073637,748.1848580027788,1135.3903833979623,24.194667870258282,435.18554784801904,146783.70345318952,-46.504737957982535,1201.647219483604,121.23847225593695,108805.28930577467,-0.20057643994831822,0.014869436654912107,0.979565205380032,749.1982438626112
303,12.31192660550461,1132.020674185343,22.630969334723137,443.3220967454065,146734.6369926872,-46.219556539662996,1201.552819638704,121.67623987694293,108816.18236511959,-0.20860315792233158,0.014238903070860759,0.9778967103657572,749.2757155002593,1130.8819085052057,23.475025430161438,443.18724965591895,146536.39964307845,-46.67108209161175,1199.9808970452186,120.96410823471918,108695.54600914272,-0.20666052245926558,0.014059480940603088,0.9783116882939425,748.2612390158341,1132.4249545784012,22.311685612520332,443.0587399804743,146720.80028868758,-45.58084490023464,1201.7005835783382,121.50423946017119,108784.05344609584,-0.20735172691744017,0.014683943882361139,0.9781562467910814,749.267759905396
304,12.715596330275233,1128.9018403836424,21.798361013632817,451.2467227414379,146703.49566826352,-46.346047033759916,1201.5373514001471,121.75495046945623,108803.96883995472,-0.21542798560526705,0.014033500359947085,0.9764188875097124,749.2988390252066,1127.7601665370134,23.981038408351605,451.077064666695,146519.7227894054,-47.889677690744364,1200.0194304612899,120.22421320748728,108707.4251241348,-0.21350102631958412,0.014328946492353889,0.976837751652189,748.256635941475,1129.2863931622376,22.287240800160976,450.9965397540782,146711.0799970574,-46.46676963094351,1201.6827486803693,121.331440042203,108780.03667777698,-0.21421174187087869,0.014554016790422397,0.9766788163157366,749.2861236083187
305,13.11926605504587,1125.7257535140395,20.95285563336575,459.15327312875905,146674.22572969637,-46.46306860417843,1201.521765059605,121.83880538424691,108791.4485483669,-0.22224543174851402,0.013829479243671651,0.9748926677182292,749.3235829288398,1124.6409244024478,22.00627435098231,459.13368955277906,146492.86657326447,-47.15722506498163,1200.041074591783,121.15674423456575,108683.86471543208,-0.22041154990818806,0.0135734423214061,0.9753125193139981,748.3588624559305,1126.1441414073379,21.484889533278277,458.8655909568102,146687.16879682319,-46.59591958494574,1201.6924796657336,121.34562428466096,108766.59928007252,-0.22100901139919368,0.01440303090537874,0.9751654062676187,749.3285365217073
306,13.522935779816521,1122.4923750282967,20.09479208122278,467.04149676822357,146646.90605530376,-46.570997148120455,1201.5060421679873,121.92779289423775,108778.60600916187,-0.22905530758838824,0.013626970216689115,0.9733180218963904,749.34995223188,1121.428160854592,21.738959068084057,467.03079701594237,146474.27317783522,-47.76543926218846,1200.0745188250962,120.92966557680383,108682.72057301931,-0.227249609821295,0.013529966771027215,0.9737425505929398,748.3882644205509,1122.8568812578653,20.755105353926155,466.89034882019484,146681.04035954777,-46.91950517221163,1201.6569349798256,121.58867637444209,108758.44425438518,-0.22794754728720662,0.014034952908669684,0.9735722550394491,749.3673561093725
307,13.926605504587172,1119.2016650720477,19.22450840022857,474.9111398790317,146621.61576232896,-46.670208002200084,1201.490163906217,122.02190108996362,108765.42555931785,-0.235857422538539,0.01342609665986499,0.9716949192838034,749.3779507291556,1118.0298020463913,20.57689663902962,475.22700607362435,146432.36122417686,-47.7630112537002,1200.0459076118648,121.43059160359601,108655.98977804027,-0.23432961882044898,0.012998186691668643,0.9720703044976693,748.4471952138142,1119.5723401364164,18.927420765796462,474.8420208445637,146635.66564598726,-46.17962450315545,1201.6557106729917,122.10044342163016,108735.14381848325,-0.23482220367461518,0.013653570206121395,0.971942443091166,749.4275804693633
308,14.33027522935781,1115.853582548628,18.34234163223403,482.76194600427516,146598.43418229144,-46.76107593860276,1201.4741111133137,122.12111788639395,108751.89135261359,-0.24265158415935964,0.013226974856669934,0.9700233274726409,749.4075809812707,1114.6716506152334,19.77087463165248,483.1702885273532,146432.54988146678,-48.06617585450923,1200.028961280429,121.80690026382686,108653.81851215861,-0.24121026783601215,0.01252942877984689,0.970391993013612,748.5106543194045,1116.1884144430746,17.53752230425141,482.8318130424479,146625.32037529946,-45.8953424308759,1201.6348301652451,122.55607500294167,108721.47458947008,-0.24173880921801053,0.013244968619059258,0.9702509566726221,749.4868566614626
309,14.733944954128432,1112.448085181459,17.448627661307555,490.5936559761799,146577.44083621824,-46.84397516123276,1201.4578643132231,122.22543102990475,108737.98735829686,-0.2494375981280164,0.013029714010682824,0.9683032124251816,749.4388443065299,1111.5004135469258,18.686537584752752,490.69441787008907,146419.45936063403,-47.845331322279485,1200.133229821573,121.77843993965338,108650.95775216918,-0.24772233825906514,0.01250231133001392,0.9687503988844952,748.5768751417124,1112.7899520202643,17.17447909484767,490.6379926282413,146597.34790818105,-46.44565981917704,1201.6328405788017,122.42242999933423,108715.9524337572,-0.24852756702033066,0.013152287244207264,0.9685355263340633,749.5021996748501
310,15.137614678899084,1108.9851295750095,16.54370105739409,498.40600788102086,146558.71540976342,-46.919279301845734,1201.4414037404201,122.33482810540242,108723.6973597942,-0.25621526820903046,0.012834416264213161,0.9665345384908558,749.471740773116,1108.251816656829,17.65706043129598,498.2243831218987,146394.2485979661,-47.627346851366674,1200.238397859431,121.61787070253028,108647.0105556247,-0.25425019350208866,0.012584052339907418,0.9670566067872434,748.6383783981922,1109.3121375935132,15.628567749216762,498.5504777840267,146583.06300271518,-45.98709122216854,1201.6259806835465,122.85748333150316,108698.61756028826,-0.25539362518161246,0.012810081287447936,0.9667522940412415,749.5687891917837
311,15.54128440366975,1105.4646712743581,15.627894920222717,506.1987370236582,146542.33772821608,-46.98736141616509,1201.4247093642891,122.4492965436077,108709.00495346467,-0.2629843962253497,0.012641176718054932,0.9647172684228118,749.5062691915339,1104.8552101154266,17.068254268473385,505.84078830625356,146375.60690742428,-47.90343646176753,1200.287083085313,121.46490503042605,108645.59594599558,-0.260877845228348,0.012558525738540044,0.9652901290805207,748.6866750376352,1105.793047758292,14.793943103263521,506.36271735165593,146569.99373713855,-46.10301282961507,1201.6319006338072,122.87241817442624,108687.79626923295,-0.2621944453177688,0.012693077292959973,0.9649315823587403,749.6165262404719
312,15.944954128440372,1101.886669994028,14.701549262368472,513.9715642275795,146528.38540697919,-47.048595845502795,1201.4077621967415,122.56881097826533,108693.89460501545,-0.26974477262141744,0.012450093907758072,0.9628513658946058,749.5424252499175,1101.3057755962845,15.221407011203707,513.7462149959345,146374.7636251992,-47.27362254270597,1200.3003925827174,122.2289510418434,108623.6666082612,-0.26772892231670203,0.01198942069887461,0.9634196790321666,748.8109449928679,1102.1967149143222,14.633032256652198,514.1290643291466,146558.35046719454,-46.88336922725916,1201.6073428049538,122.74166341389623,108686.23961921135,-0.26897783545296544,0.012552292778988929,0.9630645689573614,749.6331752980906
313,16.34862385321101,1098.2511730741073,13.76514741854011,521.7240125525537,146516.8968153155,-47.10338784987187,1201.3905646063704,122.69313359188938,108678.36838182564,-0.27649602820844904,0.012261434024597893,0.9609368364365127,749.5801723406973,1097.6297990131845,14.643333270777378,521.622884981023,146364.98882566244,-47.69918077609725,1200.2993468388684,122.27455731525393,108609.27295814901,-0.2746027796429398,0.011773681300548601,0.9614856701173473,748.86810688964,1098.652120767054,13.623644137484181,521.7087502813645,146533.01844691104,-46.780152268072705,1201.6196520468623,122.7406945023939,108665.48646766375,-0.2755935841228004,0.012498954551716228,0.9611929840180187,749.6888572108339
314,16.75229357798166,1094.5583071993703,12.819297744453491,529.4554444776148,146507.87660502046,-47.152168906636135,1201.3731366777224,122.82185093896189,108662.44302837466,-0.28323766258026206,0.01207559736145637,0.9589737256277847,749.6194475305001,1094.0264945655044,13.566661900535735,529.2873560834734,146370.07883511743,-47.611919634066375,1200.3364316047066,122.44039976394397,108597.69583936394,-0.2812855555352711,0.011588260587646159,0.9595541404547044,748.9536169148138,1094.976086645251,12.50966277014162,529.4110167502881,146535.20478797684,-46.724232250227686,1201.5909560192483,123.04120012682034,108652.11842055492,-0.28231865488011376,0.012202855338061366,0.9592430700444396,749.7487267703551
315,17.155963302752312,1090.808210917137,11.864620280774417,537.1652211255658,146501.32671578086,-47.195371746254715,1201.3554988883182,122.95454515667456,108646.1357118647,-0.2899691719441484,0.011892975506824785,0.9569620872613602,749.6601869274746,1090.36488547846,13.160113977657204,536.8877658017593,146357.78281379567,-48.0491172404098,1200.3834295960185,122.17631882841631,108590.4583172605,-0.28793853735233327,0.011625111848829894,0.9575783286404831,749.0016980598054,1091.2047802127192,11.572210695316343,537.1587870068128,146535.1021541417,-46.8574996746302,1201.5557269233568,123.30453646538582,108640.37745899249,-0.28909660941322546,0.011897602463592246,0.9572259908095868,749.801293618202
316,17.55963302752295,1087.0010324715263,10.901742885211407,544.8527073931851,146497.24735310397,-47.23342958607558,1201.3376716018397,123.09079929634906,108629.46358026369,-0.2966900532341809,0.01171394674559117,0.9549019822806635,749.7023264912984,1086.615812593714,11.9460254951269,544.5975791102819,146355.63629704577,-47.83860255872992,1200.4290416499623,122.36952610547189,108567.58272699482,-0.29467224203378345,0.011450235393299217,0.9555297807416686,749.0928123208657,1087.4842249181481,10.405645102453636,544.7274029610386,146521.1056008931,-46.60122179158392,1201.585906549417,123.32783190631584,108613.28626482692,-0.29572152329707885,0.011882205187685029,0.9552002899176345,749.8601491420503
317,17.963302752293572,1083.136929779002,9.931300928430886,552.5172721352901,146495.6369919803,-47.26677614750914,1201.3196751002135,123.23019731436837,108612.44376598473,-0.30339980424746776,0.011538875894160878,0.9527934787380199,749.7458020560867,1082.7041518043573,10.434269435608373,552.475855715242,146384.33491782594,-47.551328958283214,1200.4231514076205,123.01119802999509,108552.03628725407,-0.3015575846893702,0.010953957723259513,0.953385039701437,749.2071270514009,1083.6233811915415,9.581269935889026,552.4044637214926,146539.51131188782,-46.802393489403805,1201.5710095559145,123.47700137057181,108602.57492848948,-0.30245002214005706,0.011665390461061369,0.9530938583229198,749.9094017559661
318,18.366972477064223,1079.216070398811,8.9539369857842,560.1582883435302,146496.49238093072,-47.295845672926376,1201.3015296127032,123.37232406295713,108595.09338954561,-0.31009792378025003,0.011368114139865531,0.9506366517487537,749.7905493532832,1078.7126660397616,9.410379469153586,560.355049285997,146389.3454629608,-47.59562230782821,1200.4461749786901,123.22054645630008,108533.6693730563,-0.3084640507805623,0.010719546029484332,0.951175599302762,749.2907613110535,1079.7183885605793,8.401853598531035,560.0631128266066,146538.01627258424,-46.59627935020648,1201.5874076538332,123.59178216239064,108577.91454233007,-0.30917188661829853,0.011580313607072276,0.9509356659951523,749.9732699158619
319,18.770642201834875,1075.2386314983526,7.970300525009064,567.7751333197994,146499.8085464325,-47.32107294227261,1201.2832553420196,123.51676528081363,108577.42956320751,-0.316783911763707,0.01120199888475241,0.948431583441141,749.8365040345298,1074.611066235086,8.18677128130087,568.2306999922507,146419.8403240481,-47.648599147033735,1200.389003971452,123.86230383033929,108521.90775501708,-0.3153771645759784,0.010159818064987051,0.9489120202426055,749.3857667538665,1075.84248123395,7.975174596353485,567.5057696298973,146527.273703244,-47.005993085292594,1201.6106498215918,123.32976870469463,108563.25626935634,-0.315724650760764,0.011641844197365213,0.9487794329377496,750.0080601050062
320,19.174311926605526,1071.2047998135226,6.981047590070493,575.3671888441941,146505.5787977345,-47.342893289389544,1201.2648724874598,123.66310758359953,108559.46939459418,-0.323457269399343,0.011040853593843188,0.9461783629023865,749.8836016945266,1070.7693471703697,7.871378442781251,575.5663118832261,146407.14777141644,-48.030541499509425,1200.4871130957847,123.32823229885737,108512.30621594441,-0.3218392543378903,0.010435181065579165,0.9467368173697267,749.4284233967296,1071.7642730095681,6.399732759451522,575.2255154744228,146542.153924108,-46.54204752142117,1201.5987297615595,123.76662454850188,108539.18982933575,-0.32251097781609395,0.011384064799788485,0.9464972647909455,750.0801083131703
321,19.57798165137615,1067.1147716040955,5.986840481310685,582.9338413374152,146513.7947320457,-47.36174261803773,1201.24640126508,123.81093845428938,108541.22999028837,-0.3301174992938171,0.010884987647947828,0.9438770861208046,749.9317778938517,1066.7638094760314,6.4188414554496465,583.0755089771161,146444.09588203902,-47.69162056737597,1200.4987967746044,123.78744687054653,108497.6890795878,-0.32843590260875577,0.010138182117122415,0.9444718498403919,749.5325426505179,1067.6714661640906,5.389258785718866,582.8212103598629,146557.6359053409,-46.58149684381066,1201.5848062066957,123.98204963076694,108523.00807518756,-0.3292048818455023,0.011177299444594505,0.9441923605633625,750.1351266182706
322,19.9816513761468,1062.968752604179,4.988347432079726,590.474482017545,146524.44624011,-47.37805741761271,1201.2278619248975,123.95984623338062,108522.72845940651,-0.33676410559309145,0.010734696201116061,0.9415278559243773,749.9809681817621,1062.7207523381667,5.56825186766049,590.5606352582239,146443.3974065965,-47.68221885238644,1200.5836737614754,123.60101127799558,108480.16127357016,-0.3350307798561785,0.010251572830364543,0.9421514112941001,749.6071514125163,1063.509486643291,3.815646007692599,590.4228999890864,146573.19952195868,-46.126007048643785,1201.567603435591,124.43820448134498,108496.92296143602,-0.3359085596939162,0.01092421073660134,0.9418312487617626,750.208984872112
323,20.38532110091745,1058.7669579678172,3.9862422820204197,597.9885070511156,146537.5215121583,-47.392274778546756,1201.2092747651318,124.1094201089692,108503.98191715061,-0.34339659411575835,0.01059026004280538,0.9391307819158752,750.0311081189576,1058.4701568207524,3.793635637225595,598.309476479339,146482.9763451266,-47.09787492063987,1200.6148023490093,124.19434438822925,108458.65811703578,-0.3418441227441667,0.009931519083147154,0.9397041878559295,749.733540444231,1059.338760999262,2.4549755973425316,597.9147349868338,146575.82905722217,-45.802962480239025,1201.5662858048586,124.71613587490516,108471.4578768087,-0.3425294115514247,0.010783131084768105,0.9394452226214383,750.273972644014
324,20.788990825688074,1054.509612209793,2.9812041471843975,605.4753176984125,146553.00704424048,-47.40483240738991,1201.1906601435003,124.2592501066874,108485.00748833612,-0.35001447248542583,0.010451945464840871,0.9366859804047187,750.082133300305,1054.1966952796163,3.469747511650413,605.8352189519284,146487.50422165357,-47.71921930774962,1200.6172161080467,124.04190623748991,108449.53843272594,-0.348518672277078,0.00985716206588123,0.9372500047640595,749.7756984695118,1055.0773832719221,2.089741923474046,605.4319314485406,146608.02861960733,-46.39877885995089,1201.5667449141183,124.61013768199103,108469.06461860894,-0.34918590012345674,0.01069206331899848,0.9369924689862528,750.3186321574849
325,21.192660550458697,1050.1969491417087,1.9739170871577874,612.934320452951,146570.88764493636,-47.416168641564184,1201.1720384855453,124.40892707950982,108465.82231089748,-0.3566172502620279,0.010320004133238934,0.934193574335769,750.1339793775351,1050.0281944008718,2.0456330701379253,613.1735207060475,146537.6713389216,-47.34809095227487,1200.6617387716844,124.39404251367957,108443.06991578297,-0.3549954282171597,0.009692780638044799,0.9348177875652657,749.8846408113862,1050.8054110074597,1.4728529328329405,612.8358712659045,146617.17063118613,-46.76058920292003,1201.5606587519785,124.61006058838933,108455.31939242885,-0.35575574334657095,0.01058330750427834,0.9345190445775831,750.3662045718344
326,21.596330275229377,1045.8292118034003,0.9650697693779658,620.3649271750621,146591.14644244293,-47.4267224637835,1201.1534302900238,124.5580426974222,108446.44353936653,-0.3632044390719293,0.010194672964962926,0.9316536932152326,750.1865820818766,1045.571648762707,0.8146554180915427,620.818477579502,146577.68658726692,-47.324050608635446,1200.6473313908073,124.86830061405192,108429.10869981651,-0.36176758779321744,0.009334218630185407,0.9322215856677212,749.9819899588,1046.4768587895305,0.4262106133832699,620.2223096334395,146616.58395366505,-46.71282646867913,1201.5590017478733,124.74347616220912,108432.70369245953,-0.3623176273016209,0.010492239377697716,0.931995627596699,750.4245104065044
