view,theta_deg,gt_P11,gt_P12,gt_P13,gt_P14,gt_P21,gt_P22,gt_P23,gt_P24,gt_P31,gt_P32,gt_P33,gt_P34,unregularized_P11,unregularized_P12,unregularized_P13,unregularized_P14,unregularized_P21,unregularized_P22,unregularized_P23,unregularized_P24,unregularized_P31,unregularized_P32,unregularized_P33,unregularized_P34,intrinsic001_P11,intrinsic001_P12,intrinsic001_P13,intrinsic001_P14,intrinsic001_P21,intrinsic001_P22,intrinsic001_P23,intrinsic001_P24,intrinsic001_P31,intrinsic001_P32,intrinsic001_P33,intrinsic001_P34
132,-56.715596330275226,824.3808318419985,12.369801335961128,-896.7375064938651,149425.48421992356,150.98846814333237,1195.190301930681,122.64002518276703,110577.38824641072,0.8362506555959341,-0.03828756347424267,0.5470090524832073,749.9799080118718,822.4726680950381,11.30683461292743,-894.8364889634661,148976.0894096796,152.43274934681924,1191.5710073014811,122.19726450728497,110303.5477174555,0.8379566142506704,-0.04029195960797664,0.5442474351106326,747.8116063235418,823.6400023786092,12.839571763756284,-895.2042049936812,149162.92422431422,150.62803835172974,1193.1992346240966,122.974277995566,110349.34174127135,0.8367707580649666,-0.03901707406282274,0.5461614837929872,748.7679387298159
133,-56.31192660550458,830.0794520454265,11.365821838877283,-891.4872467595484,149393.7937768407,151.523209116895,1195.0535590376246,123.47161372067336,110598.84116340197,0.8327040425262894,-0.03910875086433472,0.5523354806331087,749.9595159838909,827.7876624345421,9.898938223777677,-890.1705362517846,148948.7194235245,153.67514107575607,1191.4984184737207,122.99639185255857,110366.01612405913,0.8347311057642791,-0.04157372210347382,0.5490861559901207,747.8652377567381,829.3256180356142,11.586131133677638,-890.0497343291267,149129.55071131876,151.1894259146967,1193.1441927914045,123.48515869553754,110375.5459623203,0.8332695302299516,-0.03973687498566229,0.5514370959200421,748.7695330949737
134,-55.908256880733944,835.7516784898783,10.359087243101774,-886.1923873058461,149362.21733979735,152.0244460001693,1194.9213344207342,124.28683700893555,110619.98451601392,0.8291182374479814,-0.03989752080419383,0.5576478603606685,749.9397138257266,834.1741517449817,9.571689817349952,-884.1272168143242,148927.83141790325,153.15628390397555,1191.4107929445263,124.02210509817647,110348.15087737831,0.8307222311593189,-0.04181361290878249,0.5551145795538049,747.8361981758302,835.2117304464975,10.800618165089881,-884.5844110803804,149109.84365885472,151.59468069346866,1193.0137932160678,124.57123558059254,110401.69524501557,0.8295758957560339,-0.04061852765580687,0.5569146868162561,748.7763056946447
135,-55.5045871559633,841.3976549923092,9.351052782312083,-880.8524552968306,149330.79385435372,152.49076672422078,1194.7938810738312,125.08554590606295,110640.7871778046,0.8254930246131162,-0.040652836207427684,0.562946367981339,749.9205322705052,839.6479159828168,8.515303893681674,-879.1197800826276,148909.31743011804,153.72142537752416,1191.3885892494077,124.7724345509114,110397.4411550595,0.8272887742238355,-0.04260744295518811,0.5601588077037118,747.8951053278598,840.9089295278828,9.812005926472493,-879.2500547417291,149080.8426829208,152.28347669320038,1192.8658361883608,125.61920076100897,110431.7570220602,0.8259426296243263,-0.04167320549461869,0.5622118075183553,748.7774604607717
136,-55.100917431192656,847.0175164525781,8.34320072094187,-875.4669684261348,149299.56319342105,152.92075903198946,1194.6714512643684,125.86758880259991,110661.2179695493,0.8218281801376627,-0.04137367877612141,0.568231168659506,749.9020016513658,845.6571258237165,7.659161760888786,-873.3068457594563,148873.55063030502,153.8302956283848,1191.2569880570277,125.60564739445113,110375.18247169153,0.8233751862319655,-0.043192886905629044,0.56585128542598,747.8390691570571,846.7562490124037,9.093208207338815,-873.6729939235815,149063.71700965028,152.27366390132883,1192.8122389716493,126.44677787197577,110441.23713402064,0.822163664883174,-0.0421527873047097,0.5676883393802553,748.7754254658554
137,-54.69724770642202,852.6113884483384,7.337040251570045,-870.0354352689164,149268.5661471283,153.3130104715023,1194.5542960978983,126.63281155047044,110681.24565639313,0.8181234718133712,-0.042059049465796305,0.5735024160594877,749.8841518867877,850.8790356823706,6.373985384915315,-868.4975635806285,148853.85493279286,155.19834333529556,1191.1443706700754,126.7716809077701,110458.7116713986,0.820015081484421,-0.04470542215627505,0.5705932801636623,747.923116944822,852.9646445957438,8.93249430994198,-867.6025827260121,149054.33027969304,151.89895783023613,1192.7033834241952,127.83076847700121,110441.0993942399,0.8180757617738307,-0.042663134504241154,0.5735258537785716,748.7800226634386
138,-54.293577981651374,858.1793868081453,6.334107394157961,-864.5573556432925,149237.8444124505,153.66610838730114,1194.4426650649368,127.3810573911666,110700.83894498667,0.8143786589149576,-0.04270796896121037,0.5787602519965271,749.8670124659909,856.0426194506939,4.769465540695799,-863.6184862995784,148823.56544009811,156.63580631708982,1191.0080801696984,127.60962166162902,110511.00218321061,0.8166014117394416,-0.04613023342428112,0.5753556603609393,747.9453883112625,858.544735227532,7.8456357776727,-862.1513023390694,149028.7231655072,152.27127455735442,1192.628938614347,128.48225962305983,110474.23387796004,0.8143444044800351,-0.04330724897081889,0.5787639182591091,748.7930955335019
139,-53.88990825688073,863.7216171623861,5.335964896550623,-859.0322209814635,149207.44058260147,153.97863991019605,1194.336805570246,128.11216688291506,110719.96648060741,0.8105934920031513,-0.04331947816344341,0.5840048060879156,749.8506124344261,861.4218828734498,3.684328112898622,-858.3542558922866,148800.59511004674,156.87002706856748,1190.9946397920155,128.09886286516755,110532.37601027283,0.8129834607044928,-0.046584062704051965,0.5804203801753788,747.9570991215309,863.938182399055,6.298343293767362,-856.8902702094794,148984.78824864293,153.16570158078292,1192.5555950124278,128.97155014961544,110503.75141423056,0.810684753208613,-0.04422093671816945,0.5838105340526649,748.7754693405201
140,-53.486238532110086,869.2381744716149,4.344202135625471,-853.4595147107294,149177.39813618938,154.24919194547485,1194.2369624444786,128.8259778269613,110738.59684426789,0.8067677127242314,-0.04389263868871438,0.5892361954044015,749.8349803793504,866.9638536908055,2.701858288232271,-852.9304076316192,148783.83095923113,156.90635858125958,1191.056416160985,128.58586541046995,110556.50612058875,0.809241880942371,-0.046889017961690344,0.585601398669301,748.0179410648816,869.2593747454506,5.157046171702979,-851.5804201690347,148964.29264755946,153.47185843760852,1192.5230374465884,129.44076170747488,110531.17655074845,0.807024992451687,-0.044719307345646754,0.5888215732366471,748.7876984768025
141,-53.08256880733945,874.7291425319033,3.36043501844652,-847.8387126445908,149147.76142614058,154.47635115970684,1194.1433774381705,129.5223251931194,110756.69854981151,0.8029010536066921,-0.0444265333793812,0.5944545241220346,749.8201444154887,872.8297653637525,2.2042943396968258,-846.9368804773623,148763.7747348837,156.43665508756223,1191.0365719592355,129.39914732834413,110556.50677017587,0.805166949464134,-0.047042015095384034,0.5911795262916218,748.0268402406964,874.7976700534183,4.151140510215518,-845.9594111527924,148937.1200382219,153.63770631226257,1192.4793334229837,130.05512405745046,110544.64853949519,0.8031548240618415,-0.04520182262630389,0.5940531321501913,748.7962572236952
142,-52.678899082568805,880.1945934568095,2.386305882750181,-842.1692833841583,149118.57566838688,154.65870396630177,1194.0562886980485,130.2010410447475,110774.24004099786,0.7989932378557024,-0.044920266827578964,0.5996598831746209,749.8061321707855,878.4955470162118,1.466513739928156,-841.0870970415892,148741.1982713511,156.47303379220284,1190.9457649553347,130.34159269086499,110571.57831973207,0.8011620624883615,-0.04759492324742704,0.5965518191326437,748.0383842486183,880.100391813855,3.038860493746384,-840.5239735490628,148913.38346289558,154.06079977105338,1192.4060736249974,130.723945417453,110572.25628393123,0.7993892289513551,-0.04587181173188725,0.5990597946156897,748.8073545671849
143,-52.27522935779816,885.6345871355909,1.4234833960639777,-836.4506887300744,149089.88693032396,154.79483650999728,1193.9759302256432,130.86195446331965,110791.1896885796,0.7950439791460524,-0.045372965911954034,0.6048523499069539,749.7929707722539,883.4608666640084,-0.01755142071186574,-836.0100648045566,148727.17557503836,156.60077174549033,1191.0581320398876,130.07811457032216,110618.1551931239,0.7976221994781115,-0.047576252281693814,0.6012780780292327,748.0890513462608,885.3447780052851,1.8392267027899691,-835.107168686309,148880.46713693722,154.92716812122822,1192.254381613631,131.73797464688832,110596.46755172969,0.7956030878650836,-0.04700978794424592,0.6039915615445145,748.8084635666349
144,-51.871559633027516,891.0491706673005,0.4736624527208243,-830.6823841051536,149061.74211903673,154.88333465046682,1193.902531318157,131.50489147277403,110807.51578737213,0.791052981414288,-0.045783780347956535,0.6100319877290176,749.7806868319193,889.2671409687958,-0.43048664473314946,-829.846308307015,148701.1443867006,156.3644437020844,1190.9625514700065,131.289860741584,110608.4286757175,0.7934012972146399,-0.048087879904237664,0.6067964546571133,748.095094125959,890.9430737708453,1.166385596352438,-829.1679301614189,148865.0555719809,154.86350292465556,1192.1807306500073,132.6894316909879,110605.83860252357,0.7915040482281896,-0.04750862496528463,0.6093145921379987,748.813868959604
145,-51.46788990825688,896.4383777703936,-0.46143593199499905,-824.8638189879606,149034.1889692961,154.92278394525525,1193.8363159915982,132.12967496382774,110823.18655331651,0.7870199386507791,-0.04615188325215475,0.6151988457713518,749.7693064328568,894.5110664078865,-1.543973001927163,-824.300127413059,148682.33129052405,156.50068997748878,1190.9745126611533,131.69897741331462,110637.54923053089,0.7895440031302975,-0.04841603069269628,0.611781133325431,748.1353919047535,896.301338979663,0.27447126684476164,-823.4130986300291,148848.30376110814,154.60332344276185,1192.2017122323361,133.0460889906148,110621.07944293051,0.787529541509765,-0.04756553936888933,0.6144385573138832,748.8358325006519
146,-51.064220183486235,901.8022281675184,-1.380064731371791,-818.994437357537,149007.27603132586,154.91176963227153,1193.7775023861257,132.73612461845983,110838.17012053967,0.7829445346924746,-0.046476471721039476,0.620352958541787,749.7588551153362,899.5117812427055,-2.830958563072134,-818.9317585546431,148663.385328244,156.78785268955846,1190.9737155542398,131.9557891967969,110671.3983137877,0.7857966372912786,-0.048761400987824825,0.6165597867161167,748.1654572515044,901.5873445168362,-0.7087144876903735,-817.6996489058271,148816.6255295547,154.82069452064636,1192.1472210390566,133.77668809810632,110647.62539373268,0.7835384039150343,-0.048120163552332305,0.6194772146334178,748.847170633476
147,-50.66055045871559,907.140726945141,-2.2804510212983673,-813.0736781494873,148981.05265834386,154.8488766120818,1193.7263021536014,133.32405683477657,110852.43453841163,0.7788264430171333,-0.04675676742478603,0.6254943455837667,749.7493578630678,904.9735676119715,-3.6450383569583944,-812.9174094832858,148649.25934132395,156.58011848228819,1190.9540543333785,132.5596701954664,110692.88195609298,0.7816326513336843,-0.04896917501857069,0.6218138131845221,748.1866314897334,906.967088962124,-1.6101103680158726,-811.7749452579495,148802.39849138694,154.89466150876478,1192.0853901676162,134.53346963647905,110674.49803826876,0.7794107610747992,-0.04859762895716968,0.6246255966421355,748.8677764050402
148,-50.25688073394495,912.4538638876974,-3.1607960996698097,-807.1009757236342,148955.56899387806,154.73268943026798,1193.6829198273333,133.8932846524795,110865.94776860165,0.7746653265398423,-0.046992017216444935,0.6306230111364863,749.740839089551,910.490883524276,-4.136563200056763,-806.7211717032346,148626.2619950153,156.16706466728724,1190.9010939608124,133.45861490452594,110690.57542154039,0.7773525525016981,-0.04920906453347882,0.6271375264539945,748.1836365118368,912.3397194317151,-2.4004068315488625,-805.7589701826075,148780.14025841106,154.52691612315746,1192.1029023361386,134.9828182709228,110686.69503977195,0.7752321939440426,-0.04862923908172501,0.6298017486312966,748.8911724711653
149,-49.85321100917431,917.7416127859613,-4.0192756120777045,-801.075760343468,148930.8759588551,154.5617922601369,1193.6475521739708,134.44361767917488,110878.67768213619,0.7704608374126608,-0.047181493757031887,0.6357389437970877,749.733322624535,915.8390117659798,-4.994558933936793,-800.6714063964944,148606.2067772285,156.28796770820722,1190.8019091486203,134.36694666165155,110709.6042833606,0.773139018940058,-0.04979060712635337,0.6322791731777933,748.1996033491057,917.501238869326,-3.5081740221134714,-799.940461167087,148757.3581537,154.70612872025495,1192.0659050413717,135.51126089889578,110713.4093370568,0.7711493095661437,-0.049046883393082566,0.6347622748597187,748.922217433023
150,-49.449541284403665,923.003930719337,-4.854039684735059,-794.9974586675828,148907.02523846886,154.33476888608382,1193.6203875275603,134.97486201776886,110890.5920564596,0.7662126168282585,-0.047324496156988125,0.6408421161851644,749.7268317005895,920.827403920513,-6.06664665065429,-795.0606787385557,148597.0330803595,155.84291268621297,1190.9787744356308,134.17025922101558,110739.23573904214,0.7691959833477905,-0.0494017756109911,0.6371004659926933,748.253671326068,922.9349779280211,-4.2188743647639955,-793.6959670050243,148737.48121139477,154.49026160661285,1192.025487341259,136.31576248146067,110724.2085824266,0.7667854265198174,-0.04936461045649044,0.640002535081933,748.9360192265873
151,-49.04587155963302,928.2407573118082,-5.663213065623007,-788.8654942533277,148884.0692688244,154.05020268793538,1193.601605105731,135.48682019520703,110901.65857249846,0.7619202948284453,-0.047420350634481356,0.6459324846098374,749.721388939784,926.0689699969608,-6.925086977119679,-788.9521486678623,148575.98441838197,155.85020451327938,1190.8947757383485,134.9557648099129,110752.9062823382,0.7649291159955952,-0.04984563590551488,0.6421828867880022,748.2605593005122,928.1631551275377,-4.933044953772854,-787.5937569198327,148727.54818172666,153.96399061054677,1192.065562231352,136.6932079881018,110739.64159796326,0.7625296182871425,-0.04925151585101703,0.6450758633069771,748.9608220100896
152,-48.642201834862384,933.4520139612806,-6.44489527488986,-782.6792880728638,148862.06122336583,153.70667662661992,1193.5913743080018,135.97929109282984,110911.84481173438,0.757583490118516,-0.04746841119101659,0.6510099887396882,749.7170163404917,931.4815439343117,-7.422144235651705,-782.5854807972296,148568.24036994783,154.9134889170036,1191.0089591917824,135.26231930080772,110759.68415681677,0.7604899117255565,-0.04942581629518019,0.647465970416369,748.2878109562366,933.4308965402686,-5.723660500118849,-781.3750612148016,148708.2696682153,153.86989158066797,1192.0100389991123,137.49794461357004,110756.5616864925,0.758158743938781,-0.04964582980454735,0.6501773685481432,748.977053484136
153,-48.23853211009174,938.637603042077,-7.19716076557472,-776.4382590418408,148841.05499907891,153.3027732315308,1193.5898539961945,136.4520698786221,110921.11825328253,0.7532018098883702,-0.047468060304822667,0.6560745512758298,749.7137352642966,936.5953539210659,-8.256158978653374,-776.4854877324889,148551.9558224548,154.67669958601363,1191.0051485797842,135.77798708464152,110778.13482404544,0.7562092679963257,-0.04956065953364755,0.6524502157429724,748.3092176896049,938.5932835288478,-6.587438211142172,-775.2100293616758,148691.91937434263,153.73374770022068,1191.9892409535216,138.1197784265406,110774.72852756894,0.7538143465687902,-0.049910944635299166,0.6551891547581354,748.9972584933092
154,-47.834862385321095,943.7974070803834,-7.918059095770724,-770.1418245608967,148821.10520248485,152.83707458997776,1193.5971917569668,136.90494794165906,110929.44627098314,0.7487748496413899,-0.047418709642477644,0.6611260776284327,749.7115664230388,941.926050778095,-8.820835733370544,-770.0101026945006,148532.07250372568,154.37388026603784,1190.9355018034203,136.7445779547124,110776.60518260118,0.7516730739313828,-0.04990842004484059,0.6576448430081191,748.3192465818087,943.9910634420128,-7.130299376130905,-768.6264441417937,148683.90224539198,153.03943984780776,1192.0147384024417,138.68731315916838,110776.21576638632,0.7492031849298266,-0.049803963452276945,0.6604651034804553,749.0110271896408
155,-47.43119266055046,948.9312879024203,-8.605615113391885,-763.7894010701699,148802.26713540978,152.30816233913598,1193.613523146439,137.33771282904678,110936.79613050302,0.7443021930321044,-0.047319800789231925,0.6661644555970151,749.7105298659657,947.1940884678155,-9.415163701032798,-763.5734462735132,148516.214712884,153.7187906842693,1191.0047251349486,137.21990676016412,110779.43064637063,0.7471461499024916,-0.04975782793645919,0.6627946810626418,748.3539658665508,949.3243991754949,-7.671080074440011,-762.0292457304255,148669.03689688607,152.23463944077918,1192.0723076878437,139.11022015562585,110774.40662773298,0.7445755697244222,-0.04954927454628376,0.6656966954713603,749.0272934780683
156,-47.027522935779814,954.0390828330545,-9.257835560535792,-757.3804083841229,148784.59656777477,151.7146281456784,1193.6389695355335,137.75014997574732,110943.13518040728,0.7397834138685184,-0.04717081322989639,0.6711895521715685,749.7106447294486,952.4909591884779,-9.932095131081896,-756.9580502715019,148501.78957970568,153.24005986501416,1190.9716244207132,138.07691204183243,110782.07652644593,0.7424958764752183,-0.049937593757768364,0.6679866092572376,748.3711967625077,954.2604265854607,-8.506107781440985,-755.8760776853036,148655.47663389592,151.9861225624888,1192.075990955746,139.6011121400287,110797.31837610053,0.7402211224216069,-0.049667383384273164,0.6705265400777632,749.0571075970992
157,-46.62385321100917,959.1203541459705,-9.87326592072259,-750.9145963415756,148768.13122635614,151.05597682310867,1193.6735187616712,138.1421972294031,110948.44756169317,0.7352182632749182,-0.04697188543342347,0.6762009666702959,749.7119088200699,957.6803496357635,-10.548282521397217,-750.4366382587802,148490.54544061807,152.52133031379105,1191.0623664243199,138.43844470764074,110784.79580484629,0.737891905332474,-0.04968694176957295,0.6730874711821626,748.4074024385384,959.4116038634947,-9.176847293077,-749.3388537299812,148644.35670546777,151.4511386374821,1192.0972686299613,140.10976921225767,110806.59957250324,0.7356027828668982,-0.04962494880245593,0.6755930063986962,749.0767687737506
158,-46.220183486238525,964.174207107451,-10.451446653013404,-744.3923054287474,148752.8755907711,150.33332302027608,1193.7169355284318,138.5140662223986,110952.74713026489,0.7306068234426008,-0.0467242798442879,0.681197850269762,749.7142831914769,962.7641561454474,-11.13634556927178,-743.9402296103254,148477.4306692924,151.82807295759412,1191.134103753791,138.85173857084402,110798.34250006656,0.7332924442697286,-0.04948451663096771,0.6781102224496595,748.4335770444344,964.2607428517674,-9.79144635863458,-743.1337145425231,148632.8532604581,150.60625658497094,1192.2306671066756,140.18081036124516,110824.75709126,0.731214570103104,-0.04913603456306909,0.6803755599493193,749.1195547692845
159,-45.81651376146789,969.19970094425,-10.99204954168435,-737.8139536816751,148738.82956322815,149.54794615370892,1193.768953863076,138.86599726079496,110956.05074909069,0.7259492175848455,-0.046429375998092375,0.6861793107726132,749.7177251297752,968.0641740553307,-11.361131258166077,-737.0099831733235,148483.0571425336,150.6190588965185,1191.2287167845068,139.30132554022896,110806.78506444365,0.7284102177060265,-0.04899236383096887,0.6833873740622612,748.452121432351,969.1336061245014,-10.376216890220785,-736.8197022757629,148622.00002568247,149.7749939223661,1192.3555910263563,140.33367922346898,110840.70314415371,0.7267382146183811,-0.04870318622238629,0.6851857901803535,749.1616822583644
160,-45.41284403669724,974.1958953819668,-11.494778858934673,-731.1799778965769,148725.99176823426,148.7011266660972,1193.829299480967,139.19823155566493,110958.37526283487,0.721245577060626,-0.0460885566420968,0.6911444585013563,749.722191892935,973.0608632036931,-11.983366149922746,-730.4966514391248,148465.86107666814,149.91682605911893,1191.3452284985674,139.61851661491113,110803.09501998957,0.7237730705248115,-0.04872836228431607,0.6883153994297779,748.4962854344934,974.0434897869177,-10.765131637833424,-730.3544709830558,148613.6675602866,148.56399104805698,1192.535487837952,140.32934162893113,110847.48115675553,0.7221646099232253,-0.04795400286566471,0.6900570192263794,749.2018825452321
161,-45.0091743119266,979.1618511934672,-11.959371751532222,-724.4908334037539,148714.35955758786,147.7941460869319,1193.8976904915107,139.5110113522888,110959.73750165863,0.7164960418560791,-0.045703207254739794,0.6960924068334621,749.7276407286325,978.0787415824153,-12.491571505969185,-723.8078659391447,148463.40719578648,148.9525613737073,1191.4785232153165,139.80734341993985,110809.78976841402,0.7190200136213512,-0.04823432893486326,0.6933135434449232,748.5293016435076,979.0021725038824,-11.442583748365355,-723.7303894096489,148599.40249149952,148.29293448167283,1192.5020450335526,141.14617562923152,110863.4346959492,0.7174282488563098,-0.04824759316602067,0.6949596229254291,749.216777925182
162,-44.60550458715596,984.0966307536937,-12.38559860556446,-717.7469938280213,148703.92901568452,146.82828709107386,1193.9738380914964,139.80458005679228,110960.15428498833,0.7117007610451445,-0.04527471555406914,0.7010222727269515,749.734028892062,983.0194678616602,-12.864135401498947,-717.196559511827,148467.97120618745,147.41578943742238,1191.795921510179,139.39644031625386,110811.0134951309,0.7143078720262388,-0.04704522169372458,0.698248531023972,748.5822444864797,983.9508133355276,-11.721410842729856,-717.0116022699359,148595.37615853784,146.9660503401706,1192.6770112519437,141.20533862533478,110862.42273934932,0.7126638348829804,-0.04747316650806274,0.6998975331515191,749.2503110173818
163,-44.20183486238531,988.9992986002451,-12.773263388906097,-710.9489508360045,148694.694965127,145.8048335549887,1194.057447245794,140.07918235998073,110959.64242524854,0.7068598932292187,-0.04480447099528922,0.7059331772362096,749.741313663703,987.9240353363597,-13.446870301179946,-710.428074029658,148453.90070069328,146.95247863767682,1191.7759564271753,140.11872339996313,110819.19898250376,0.709476921263699,-0.047168972070114605,0.7031483387365939,748.5982386184565,988.9481653079233,-12.162452502893329,-710.1175423337984,148586.49761942332,146.21398691524698,1192.7094535472706,141.8212257551568,110863.92009879512,0.707742262468442,-0.04737176670233374,0.7048807031232667,749.26549092534
164,-43.798165137614674,993.8689219991118,-13.122203971032125,-704.0972138706854,148686.65097264515,144.7250706104048,1194.1482173553802,140.33506435814064,110958.2187315605,0.7019736069556868,-0.0442938642576636,0.7108242460177809,749.7494523670537,992.8493109304662,-13.747377488833353,-703.6171922703327,148450.54788145423,145.65675452755212,1191.9879231204154,140.16462802547326,110812.23512627673,0.7046092200366103,-0.04639991404281591,0.708076899083863,748.6374562474327,993.7911694447375,-12.467432420401558,-703.3453593843877,148584.78599695457,145.038853510623,1192.8464736556757,142.0134933065476,110865.66760441233,0.7029152737116203,-0.046771982316347493,0.7097341048964163,749.2931757937248
165,-43.39449541284404,998.7045715149148,-13.43229241982644,-697.1923098735473,148679.78935532024,143.59028469516267,1194.2458429126032,140.57247367059165,110955.90001340391,0.6970420811152007,-0.043744286721038236,0.7156946098259073,749.7584023863168,997.672469059694,-14.154057183848781,-696.8213813484731,148447.70978253422,144.57919959927492,1192.146049558725,140.29953632140447,110816.18465734791,0.6997418717443429,-0.04581318256084399,0.712925287271654,748.6721527168282,998.6367018098153,-12.540237026799772,-696.4508974511253,148586.89718587944,143.33746970799635,1193.0730507272162,141.8620973283979,110856.29395737832,0.6980184028799885,-0.045665918071827204,0.7146222310896347,749.3260218561478
166,-42.990825688073386,1003.5053215850038,-13.703435275052811,-690.2347829947502,148674.1011871113,142.40176360105357,1194.350014143669,140.79165955379426,110952.7030842406,0.6920655053176074,-0.04315712993227946,0.7205434049975707,749.7681211840371,1002.6447851802332,-14.303858896678847,-689.6835394487656,148446.6108244008,143.31526324011972,1192.2756464067481,140.6983656315611,110806.18076938772,0.6946330734364533,-0.045285303587803014,0.7179374168875636,748.699714341393,1003.4725032159275,-12.801114290891654,-689.4614883783407,148585.71661528733,142.25034860845054,1193.1555038359272,142.27076487006977,110854.78350214763,0.6930186185612214,-0.04525690936663458,0.7194977459881835,749.3414376625742
167,-42.58715596330275,1008.2702510967412,-13.935573798179659,-683.2251942917221,148669.57630568533,141.16079651845348,1194.4604176382645,140.99287301182926,110948.64476510121,0.6870440802464328,-0.0425337850619475,0.7253697739268141,749.7785663186957,1007.4509687463857,-14.534309098336808,-682.6686876037958,148449.1064245655,142.12354759032544,1192.4040290352768,140.99212366261725,110812.88061008767,0.6896000367435312,-0.04473642915980348,0.7228073334086685,748.7281955682031,1008.2372125486334,-13.365380828528131,-682.5208529679451,148573.93291655421,141.57509939223104,1193.2145627991881,142.72452867806066,110858.60595505682,0.6880138900223031,-0.04511316353981286,0.7242939248756738,749.3652112573861
168,-42.18348623853211,1012.9984439672899,-14.128684198270328,-676.1641214166054,148666.20331954185,139.86867407758024,1194.5767369662626,141.17636690308183,110943.74188813141,0.6819780179918462,-0.04187564235155171,0.7301728655281283,749.7896954622453,1012.3145268705808,-14.601182240607264,-675.4400922683197,148454.68041323754,140.77083678589958,1192.5246012757275,141.38021175680993,110812.1118976761,0.6844149501238846,-0.04415978280501303,0.7277541409222862,748.7517342764636,1012.893754403857,-13.344040434999819,-675.5933134483366,148577.78140553224,139.8006293652811,1193.4475075778043,142.5386204132176,110848.5665837836,0.68306742947237,-0.04395723630284161,0.7290313080867138,749.3987256858161
169,-41.77981651376146,1017.688989725214,-14.282777833673048,-669.0521582929861,148663.96961544044,138.52668838622094,1194.698653281432,141.34239604297926,110938.01130009828,0.6768675423620608,-0.041184090551758964,0.7349518356886855,749.8014664175935,1017.031688871473,-14.839589225478782,-668.3530750933854,148452.57310600526,139.63706441955185,1192.643151613123,141.72225438786154,110809.47666664213,0.6793071516892789,-0.04368549897447899,0.7325526403222842,748.7790451947853,1017.7576084186885,-13.434568933940938,-668.1982684880294,148588.91209851418,138.41048213245776,1193.547532330032,142.85391797629833,110846.32467545208,0.67776867434797,-0.0433329174587257,0.7339971950471682,749.4084767626181
170,-41.37614678899082,1022.3409840931928,-14.397901389268405,-661.8899147823737,148662.86136612055,137.13613306378997,1194.8258459120893,141.4912173026469,110931.46986585617,0.6717128891731279,-0.04046051635195047,0.7397058477092248,749.8138371360286,1021.7454953841366,-15.102133928072789,-661.1156693763846,148454.14236645782,138.60986490722843,1192.7049700458458,142.20866560862424,110812.9231749033,0.6740897376934037,-0.043365467848457545,0.7373753872585675,748.8004848581061,1022.4043585678505,-13.651359428167153,-661.0792024878035,148585.2433407748,137.10305087546743,1193.697093513192,142.94974617455165,110840.73325073517,0.6726406026452683,-0.042623440513013276,0.7387407271782461,749.4329675847787
171,-40.972477064220186,1026.9535295711314,-14.47413702905784,-654.6780163408791,148662.86353831456,135.69830327159713,1194.957992938611,141.62308970335826,110924.13447177004,0.6665143065171091,-0.03970630380154489,0.7444340727333997,749.8267657345796,1026.382734953614,-15.219513696920487,-653.9442254948375,148457.56690857225,137.20912659631728,1192.8845534285747,142.33891746851137,110809.60881549178,0.6689041943619717,-0.04261783560984666,0.7421259319366853,748.8327681304025,1026.9254251900982,-13.746349743922055,-654.0514423902,148580.62443196823,135.66433763163954,1193.8665691054237,142.99914518186628,110831.49573355002,0.6675739752868717,-0.041817772301304464,0.7433681869971567,749.4618934176909
172,-40.568807339449535,1031.5257360189516,-14.511602523899496,-647.4171036665779,148663.95990105267,134.21449573922075,1195.0947717577205,141.7382745066717,110916.02202909651,0.6612720550086371,-0.03892283372352793,0.7491356901653963,749.8402105133173,1031.0332984168658,-15.15153082596025,-646.6537917985755,148464.58989401287,135.49273329732983,1193.121795183595,142.31980526356884,110796.0127473576,0.6636307067171408,-0.0416087460141891,0.7469022676075066,748.8693042805083,1031.5633823148928,-13.973656331345117,-646.7051411098378,148582.4707999327,134.4547606649135,1193.973401656175,143.24534824067777,110831.739873985,0.6622629156626932,-0.04126393045481222,0.7481344254753747,749.4766160952397
