view,theta_deg,gt_f_mm,gt_cu_mm,gt_cv_mm,gt_source_x_mm,gt_source_y_mm,gt_source_z_mm,gt_camera_euler_x_deg,gt_camera_euler_y_deg,gt_camera_euler_z_deg,unregularized_f_mm,unregularized_cu_mm,unregularized_cv_mm,unregularized_source_x_mm,unregularized_source_y_mm,unregularized_source_z_mm,unregularized_camera_euler_x_deg,unregularized_camera_euler_y_deg,unregularized_camera_euler_z_deg,intrinsic001_f_mm,intrinsic001_cu_mm,intrinsic001_cv_mm,intrinsic001_source_x_mm,intrinsic001_source_y_mm,intrinsic001_source_z_mm,intrinsic001_camera_euler_x_deg,intrinsic001_camera_euler_y_deg,intrinsic001_camera_euler_z_deg
297,9.88990825688073,1199.7753312230532,197.63913415697473,145.7780401309736,126.39960757586012,-738.3445076813263,-11.313620005675789,-89.11214934039744,-1.1593366001723855,9.626252501827059,1197.8899207847667,200.14563674258142,144.88742259750177,126.27429971311234,-737.1325298158043,-11.958259814095511,-89.10415189529198,-1.2214985572281372,9.509698187774543,1199.716929441492,198.96724371872853,145.96603966594608,126.1912908839427,-738.2715508400356,-11.242119397819886,-89.10522534876962,-1.147002221397414,9.548135521693048
298,10.293577981651381,1199.7730214178373,197.64845953069442,145.77149488319102,131.58556403416443,-737.4542863930594,-11.14933419509635,-89.12422725333347,-1.1255875425389532,10.026256168304176,1197.9870248219377,200.1526776828085,144.88243633728698,131.3147852078026,-736.2985441706934,-11.92951074816745,-89.10574830320554,-1.173613497694331,9.89838683499857,1199.7430154483245,198.9575180218784,145.96461569775343,131.34602468682,-737.4035161387345,-11.173216012394207,-89.11006262481635,-1.1171530621578052,9.946756428320397
299,10.697247706422033,1199.7708193745912,197.6582576640601,145.76485812775545,136.7665327066225,-736.5289570183824,-10.9851618247302,-89.13627904784214,-1.0911206968121883,10.426380975576803,1197.9996351179668,200.1556645543199,144.8788034781667,136.54344372673907,-735.3668774762521,-11.853331579068323,-89.11151040332761,-1.1729696101143932,10.303409382589077,1199.7620692685061,198.94887992888323,145.9634703774501,136.54585733961338,-736.491771989998,-11.04108750361269,-89.11965307590512,-1.0870511720974747,10.349643299765008
300,11.10091743119267,1199.7687199158258,197.66853830487736,145.75811677772407,141.94235593495108,-735.568533451599,-10.82122797467892,-89.14829476490077,-1.0559507246507989,10.82663570585988,1198.0699361540082,200.16644435936792,144.87604044076824,141.73619639452602,-734.4578968230127,-11.516299965280652,-89.1364702989535,-1.1202600835895484,10.705803488095011,1199.8043536801351,198.92977727888024,145.96173902895254,141.67071377933732,-735.5724517442306,-11.004014702218273,-89.12175743023555,-1.0329207321914282,10.746026206352814
301,11.504587155963293,1199.7667178640602,197.67931120095415,145.7512577461553,147.1128748705661,-734.5730282037617,-10.657652108893748,-89.16026485950253,-1.020092358677075,11.227029156839198,1198.082302833212,200.1742555041589,144.8690091838144,147.05487846333307,-733.4457554056974,-11.31195613228618,-89.15159891593055,-1.1037534461126277,11.118346605680694,1199.7831447485323,198.92732509310673,145.95963049096434,146.93207864486348,-734.5427074158151,-10.796517527950712,-89.13734140166873,-1.0433409290604412,11.1552547452548
302,11.908256880733958,1199.764808041808,197.6905861000959,145.74426794610645,152.27792945019834,-733.542452419044,-10.494548078841945,-89.17218020004948,-0.9835603946574946,11.627570142649631,1198.159364213091,200.1833829203537,144.86900422584222,152.17716444417223,-732.4663055435569,-11.091031128981793,-89.16803417556977,-1.0602756585607451,11.51654293260097,1199.7975351931914,198.9198205839307,145.9565609673525,152.0992880054126,-733.5216738095716,-10.652797648629456,-89.14787913209695,-1.0142085693090834,11.556882768302339
303,12.31192660550461,1199.762985271586,197.70237275011027,145.73713429063565,157.4373583723359,-732.4768158907551,-10.332024128147998,-89.18403206767748,-0.9463696837022485,12.02826749478706,1198.2408715671745,200.1966670624293,144.85677970996613,157.30371847316354,-731.4662138596817,-10.727548262893745,-89.19430475757538,-0.9879566682494731,11.914025120772896,1199.8436023887155,198.89802781050622,145.94710167665048,157.23677211181388,-732.5111027945673,-10.496678003690283,-89.15853184564078,-0.9260166082813786,11.954910915971277
304,12.715596330275233,1199.7612443759083,197.71468089880273,145.72984369280033,162.59099907443937,-731.3761270770032,-10.170182898219261,-89.19581215551327,-0.9085351244832747,12.42913006295689,1198.2529829866312,200.19477568907007,144.85905966970802,162.42904835914828,-730.3374094041006,-10.936914516420158,-89.17885626712001,-1.0095674326847006,12.314417283818688,1199.8425826543262,198.896730135959,145.94488580511486,162.38793977871399,-731.4066977983497,-10.395227694304198,-89.16597787182963,-0.9260850888444019,12.357136173226937
305,13.11926605504587,1199.7595801772916,197.72752029398094,145.72238306565865,167.73868771088505,-730.2403931160089,-10.009121434855732,-89.20751256786403,-0.870071655469062,12.830166715860766,1198.3405189868997,200.21368711754326,144.84837482652767,167.6674146153955,-729.2662763478725,-10.350984852916305,-89.22217438439034,-0.9222820310507469,12.72187850544751,1199.8593485724173,198.8912945701457,145.93818705044117,167.51065312122515,-730.2958334937119,-10.271415306906377,-89.17463918357994,-0.8891913669443748,12.756841539341291
306,13.522935779816521,1199.7579874982516,197.74090068345126,145.71473932226812,172.88025913157819,-729.0696198410707,-9.848931195854643,-89.21912581933981,-0.8309942471754697,13.231386341923432,1198.3756332075413,200.2177748887667,144.84600679884338,172.8092385044841,-728.0957950671398,-10.316051368262023,-89.2246685838418,-0.909886486811172,13.124109719927961,1199.8614470481753,198.89031464599623,145.93574646388058,172.72643691840193,-729.1237161867796,-9.987058194651151,-89.19573988394065,-0.8578340379907411,13.165544884403364
307,13.926605504587172,1199.756461161301,197.75483181502022,145.70689937568673,178.01554686119962,-727.8638117951929,-9.689698059610652,-89.23064483390823,-0.7913178944316875,13.632797849962516,1198.3994112920527,200.23402550012034,144.8297811219481,178.1699113887084,-726.8692468700474,-9.901200907443535,-89.25515400052583,-0.8593842484409547,13.542104007607845,1199.8847007404022,198.8770966062791,145.92549508169145,177.9279589510164,-727.9380870421184,-9.684083528100814,-89.21761232152667,-0.7741659238837669,13.57186110283832
308,14.33027522935781,1199.7549959889593,197.76932343649503,145.6988501389722,183.14438307902884,-726.6229722453843,-9.531502334723214,-89.24206294388283,-0.7510576086595796,14.03441016980292,1198.432608135543,200.24204962052255,144.830173265661,183.3449071044022,-725.6515078659813,-9.542910621176684,-89.2820233402364,-0.8253041398190087,13.948758179139237,1199.8999110745153,198.87425427857963,145.92045006264587,183.13897412206356,-726.7099431633992,-9.365183229945227,-89.24103845989949,-0.7116644957990323,13.981013955073129
309,14.733944954128432,1199.7535868037407,197.7843852956808,145.6905785251826,188.26659859929788,-725.3471031966254,-9.374418770615293,-89.25337388884368,-0.710228410166105,14.436232252838384,1198.5254213503845,200.2505565328463,144.82970889372996,188.25689759744276,-724.461605990679,-9.515560152344243,-89.28358635142571,-0.7736527842993814,14.334244034816896,1199.9057999886343,198.86723073174022,145.9177197893793,188.24834496599027,-725.4200524188417,-9.29148062332149,-89.24635224158237,-0.6952089891967442,14.38252511941846
310,15.137614678899084,1199.75222842816,197.80002714038613,145.6820714473752,193.3820228520298,-724.0362054055162,-9.2185165691736,-89.26457181449132,-0.6688453204473949,14.838273072542457,1198.6064038181528,200.26013989912718,144.8244903382594,193.18986409256593,-723.2248423902649,-9.572118789177534,-89.2789103731655,-0.7235967738789282,14.72124593828746,1199.9265288890733,198.86377303836775,145.91049027931706,193.42842561990096,-724.1284641892664,-9.020116376961097,-89.26597271055077,-0.6246274608377052,14.790149994968054
311,15.54128440366975,1199.7509156847336,197.81625871841675,145.67331581860824,198.49048386430593,-722.6902783936168,-9.063859397417106,-89.27565127143326,-0.6269233545032966,15.240541624930938,1198.6513076860765,200.26522544465232,144.8196553653162,198.1846136583551,-721.9225972025168,-9.550725281424684,-89.28037751762231,-0.6956636443248416,15.114640252204975,1199.9394351779974,198.8603639716519,145.90383736606418,198.55127676289675,-722.791366137222,-8.923582347275614,-89.27268268571292,-0.585879030687179,15.194129439890336
312,15.944954128440372,1199.7496433702572,197.83308906430813,145.66429931586148,203.5918018373521,-721.3093202360949,-8.910513824597828,-89.28660661473782,-0.5844778226229196,15.643046361240451,1198.7190399319782,200.28430096610685,144.80519917023489,203.37322809526225,-720.6131364206803,-9.105795252473321,-89.31300104413076,-0.6127811249939967,15.522965795970762,1199.9318560683778,198.85667721070723,145.90166151457444,203.64669101213377,-721.3909485373008,-8.816417177223299,-89.28075091830692,-0.5795382620375618,15.597436521369689
313,16.34862385321101,1199.748405849547,197.8505152318652,145.65502244761973,208.685688240851,-719.8933251071936,-8.758681706527899,-89.29742259302279,-0.5415293000361955,16.045786230601536,1198.7405386029018,200.29314122568888,144.79550428130375,208.55245975781577,-719.1930852020001,-8.933167705067767,-89.32536673545138,-0.5871990148030595,15.932563822460713,1199.941677289368,198.85159611385092,145.88879365795128,208.6440299397227,-720.0202138692666,-8.762594597423057,-89.2838131523329,-0.531843682031393,15.992026073448848
314,16.75229357798166,1199.747197128968,197.86852433367358,145.64549636953214,213.7717652113646,-718.4422879790062,-8.608673466642351,-89.30807627189294,-0.4981030672232111,16.448752344618942,1198.7917950334138,200.3032377394651,144.79054917907138,213.59053243241542,-717.80413540925,-8.780884263241798,-89.3359974980788,-0.5374820417791528,16.331844351822504,1199.9425265526525,198.8543267204285,145.8803815626195,213.70836247630868,-718.5986545456291,-8.529956340166766,-89.30078585037913,-0.4814598548006614,16.39401794978501
315,17.155963302752312,1199.7460112040387,197.8871031814084,145.6357325595282,218.84965259354297,-716.9562091452544,-8.460793177266073,-89.31854521778145,-0.4542250399401832,16.851935666879896,1198.8303315522858,200.30700693589324,144.78317935297179,218.6007300162672,-716.3443147128527,-8.802666353154292,-89.33388796130092,-0.5176787837047899,16.72972498918846,1199.9405289925112,198.8564315421491,145.87228374769947,218.81109280011603,-717.1191540449928,-8.292076385711924,-89.31828144352542,-0.4395942466533344,16.799873258071905
316,17.55963302752295,1199.7448420702754,197.9062385867436,145.62574249553717,223.91897074459968,-715.4350943113114,-8.315334876541483,-89.32880776131084,-0.4099216277670112,17.255327253632476,1198.8889302874145,200.32047243727357,144.76962982061212,223.6888086274474,-714.8692316473733,-8.653917266013538,-89.34391423634123,-0.46129582206079645,17.133760531771763,1199.964477130261,198.8549236903439,145.86125537978918,223.81161468911327,-715.6363892303732,-8.260339271641191,-89.31916847668761,-0.3840299725889829,17.197496832775823
317,17.963302752293572,1199.7436837231953,197.92591736135256,145.61553765548777,228.97934063144487,-713.8789545642164,-8.172582455716087,-89.33884300652605,-0.36521972118202467,17.658918254457408,1198.9375568085675,200.33886323015685,144.7658842775187,228.8804514126252,-713.3487045719114,-8.26257630556823,-89.37235707844395,-0.3937715438473082,17.547952924683866,1199.9731513446577,198.8631553051705,145.857351590662,228.86582476279696,-714.0897832517885,-8.08728016828833,-89.331594961571,-0.3467186677434515,17.602008936028216
318,18.366972477064223,1199.7425301583173,197.94612631691044,145.60512951730962,234.03038392792413,-712.2878063393647,-8.032809549350148,-89.34863083987693,-0.320146678423583,18.062699912668748,1198.9854022779807,200.35284622788654,144.75415360708192,234.09119074298903,-711.7460906381458,-8.072174703266178,-89.38579222241074,-0.347063270867391,17.964038377815687,1199.9944277832055,198.8627140868955,145.8488522851577,233.93326651359354,-712.5140264836845,-8.00325993471751,-89.33647350383401,-0.2912064779212453,18.007208205713802
319,18.770642201834875,1199.7413753711576,197.96685226509135,145.5945295589317,239.07172311205736,-710.6616713839953,-7.896279428517208,-89.3581519389474,-0.2747303121451927,18.466663565446606,1198.9959812206616,200.37632650908375,144.7574429421205,239.2987687796493,-710.1173054813861,-7.633268188915745,-89.41786762867744,-0.29393518703272875,18.38158069261668,1200.0074484083102,198.86065637727012,145.84266273761867,238.86698920793714,-710.9115808163582,-8.037974194226024,-89.33294897308313,-0.2702478237597243,18.402711503085435
320,19.174311926605526,1199.7402133572327,197.98808201756958,145.5837492582831,244.10298156319075,-709.0005767176323,-7.763244897063187,-89.36738778092821,-0.22899887587021223,18.870800643706875,1199.0558558918447,200.37634929566173,144.74479219215073,244.1649384164431,-708.5018586840516,-7.835694439394425,-89.40209036686305,-0.27621289894627993,18.77236971240862,1200.0234098802885,198.86648833026686,145.83417066621067,243.97886012280452,-709.2520976002378,-7.82472203113741,-89.34772316992337,-0.19746765985242562,18.813863301206506
321,19.57798165137615,1199.739038112061,198.00980238601937,145.5728000932931,249.12378365894844,-707.3045545895752,-7.633948190991905,-89.37632065082997,-0.18298105025315328,19.275102671711952,1199.100967077744,200.39994530828614,144.74827481385208,249.13685296859686,-706.8819445501047,-7.590876132652712,-89.41911111357769,-0.20962856292158136,19.172767207384688,1200.0339763623347,198.8729128869437,145.8282334600584,249.0136620267228,-707.5603159755534,-7.655556814522063,-89.3595723505828,-0.15118023674083472,19.220080187007976
322,19.9816513761468,1199.7378436311603,198.0320001821152,145.5616935418908,254.13375487189708,-705.5736424336062,-7.5086208810398585,-89.38493364943461,-0.13670592915380042,19.679561266428575,1199.1680489224027,200.41045687763437,144.73374915084193,254.1159768584527,-705.1859162246617,-7.664318171111094,-89.41261533303134,-0.16788471425754045,19.57375913434061,1200.0473368034613,198.87848023618278,145.82008782668146,254.06545344587235,-705.8429086750116,-7.443670949510489,-89.37407579370641,-0.07844711054465546,19.628158791195602
323,20.38532110091745,1199.736623910047,198.0546622175304,145.55044108200553,259.13252186581235,-703.8078828200327,-7.387483778501238,-89.39321070098151,-0.09020300553113282,20.08416813663754,1199.2379156614336,200.4397950369786,144.73000608603942,259.26474386606253,-703.4468225852265,-7.399311318471119,-89.4309558743907,-0.08613990795788852,19.989440284229243,1200.0638731884403,198.87993120332777,145.80948658402573,259.05926491445604,-704.096016450951,-7.318482328427637,-89.38216010452385,-0.014821136065036294,20.032109357362664
324,20.788990825688074,1199.7353729442384,198.07777530394037,145.5390541915663,264.11971259146105,-702.0073234052046,-7.270746844362789,-89.401136560587,-0.04350215716385535,20.488915081802443,1199.2498897198916,200.44603115474467,144.72399464553024,264.28252556260713,-701.6228215825894,-7.335852151044482,-89.43521663110727,-0.07137396948472396,20.39706873927663,1200.0764065659937,198.88935812634247,145.8077876468315,264.0512107689878,-702.2876181946201,-7.2449192886654235,-89.38737822435951,0.001756802608161767,20.438768530300138
325,21.192660550458697,1199.734084729252,198.10132625301915,145.52754434850243,269.0949563817962,-700.17201687866,-7.158609101802546,-89.40869682139413,0.0033663677962663223,20.893793990703735,1199.3152008483833,200.4701333812181,144.73187028621268,269.1615659077634,-699.8837586187494,-7.1938776002866955,-89.44463587935707,-0.0048978235342041,20.79413881238952,1200.0849458195303,198.8923204482228,145.80230887364024,268.9946081349842,-700.461001050788,-7.151104008190975,-89.39360974231356,0.03017763290164039,20.84131019011865
326,21.596330275229377,1199.7327532606046,198.12530187644063,145.51592303074278,274.057884046463,-698.3020209080132,-7.051258552108207,-89.41587792145084,0.05037196543056861,21.29879683984509,1199.3491307542954,200.49405651490318,144.7323375203059,274.26498189790425,-698.0071730011182,-6.905282750790366,-89.46518069336406,0.05048598973723808,21.21022930582135,1200.0965315875428,198.89194011739642,145.79229947784233,273.94399957371314,-698.6037456965363,-7.065608486775168,-89.39882735990217,0.07928194875635913,21.24465580388854
327,22.00000000000003,1199.7313725338147,198.14968898587907,145.50420171621673,279.00812796553186,-696.3973980817582,-6.948872094063019,-89.42266715031447,0.0974836908128413,21.703915691639835,1199.412708815124,200.53200570051263,144.7287121377791,279.54599299836514,-696.0694502685512,-6.4737901952508485,-89.49584554031107,0.1434290257842992,21.640831669597393,1200.1230699903613,198.9018649888751,145.77537635266924,278.8974401804592,-696.7466341188069,-6.918630218224279,-89.40789083510184,0.1605534097537741,21.648760169470822
328,22.40366972477065,1199.7299365443992,198.1744743930101,145.4923918828535,283.945322182352,-694.4582158501026,-6.851615446849639,-89.42905265538042,0.14467027291484444,22.109142692385525,1199.4455422290937,200.54397249935667,144.73817292507093,284.2799231782913,-694.2179764200822,-6.431354034672744,-89.4980894382444,0.1749670505354375,22.030686687119236,1200.1298123189054,198.91238620496392,145.77959341274737,283.79034968157885,-694.7828283718762,-6.9733184532921735,-89.40427362288294,0.15244193723044588,22.05302003303315
329,22.807339449541274,1199.7284392878732,198.19964490950582,145.48050500858207,288.86910249543917,-692.4845464639998,-6.759643076515133,-89.43502344793372,0.191900129650968,22.514470070035166,1199.5033492415241,200.56192629943143,144.74187996248776,288.96298870234335,-692.3761103824954,-6.457697289302846,-89.49467269665907,0.22809943941252242,22.41593284293214,1200.1579485864154,198.92025898338272,145.76821653079912,288.7006740558924,-692.8534282430121,-6.90645726761384,-89.40758650923824,0.22211115849874438,22.456547442243032
330,23.211009174311926,1199.7268747597577,198.2251873470424,145.46855257133188,293.7791065493003,-690.4764669125076,-6.673098126039129,-89.44056940892062,0.2391413830551901,22.919890131773094,1199.5393180247597,200.57795777990145,144.73722395700742,293.9515474443217,-690.3571341482364,-6.3523207181213195,-89.50162036702335,0.26837526634033143,22.82726933053525,1200.177435674589,198.9294392710322,145.76074643165404,293.54871772257957,-690.8864322005124,-6.862448641395218,-89.40958389577189,0.27070522853640033,22.85690320873282
331,23.614678899082577,1199.725236955567,198.25108851729226,145.45654604903177,298.6749739240979,-688.4340588586215,-6.592112349047051,-89.44568129443978,0.2863618745830944,23.325395261405593,1199.5738940056472,200.6033673587541,144.73999964964787,299.0727838007797,-688.2638261210963,-6.069256088246718,-89.52195307476983,0.32186522149138624,23.25098309943743,1200.1853387794724,198.93195558101183,145.74933821278142,298.4384718144027,-688.8604700056106,-6.785236576664154,-89.41399632369837,0.32655206624255434,23.26114303313372
332,24.018348623853228,1199.72351987082,198.27733523193103,145.44449691961114,303.55634622408,-686.3574085737471,-6.516806047200203,-89.45035074095044,0.33352918053240804,23.73097791657518,1199.6293516770324,200.61434240402934,144.7228143184629,303.8640767227246,-686.2373843182498,-6.204883315852702,-89.51032539968487,0.3623005910731506,23.6473666470336,1200.1894715269445,198.94007974249268,145.74083974889396,303.30392488346104,-686.7950118102327,-6.736687086222755,-89.41658041551958,0.36332756073802747,23.665405324056234
333,24.42201834862385,1199.7217175010337,198.3039143026329,145.432416660999,308.4228671646654,-684.2466068709285,-6.447288011301367,-89.45457027019684,0.38061062757456576,24.136630625808674,1199.6494482063522,200.65155062110296,144.72869026522483,308.9935396171843,-684.0867779446113,-5.76840148849248,-89.54117581779565,0.442597404053112,24.073540539361638,1200.1853817827584,198.9569617662902,145.73007921563692,308.1327032228408,-684.7162290326452,-6.628527487613688,-89.42334710414288,0.41759214837727215,24.068319067033617
334,24.825688073394502,1199.7198238417254,198.33081254107185,145.4203167511248,313.27418265810934,-682.1017490370114,-6.383655466141905,-89.4583332938465,0.4275733083905843,24.542345985408762,1199.6843359313418,200.6626370986878,144.7396573286128,313.78597594917665,-681.9680061944654,-5.744639915359438,-89.54249616147543,0.46350079426576757,24.47547369448347,1200.1883295812602,198.97174556780945,145.717619209688,312.9900988826237,-682.5902642109637,-6.54483027000341,-89.428182057349,0.47260876399833346,24.474413146136843
335,25.229357798165154,1199.7178328884127,198.35801675892202,145.40820866791736,318.1099408976532,-679.9229347638568,-6.325994019121827,-89.46163411784197,0.4743840974041211,24.948116656199765,1199.7315940342241,200.69270983045095,144.73157112640976,318.66884911580587,-679.8329321277964,-5.628030928460415,-89.54888828874998,0.5385917184214708,24.88244863169657,1200.2006825156534,198.97619119829994,145.70739367839826,317.7421225433205,-680.4527883531731,-6.645542227691183,-89.41930120371109,0.5052984129176253,24.872592767778297
336,25.633027522935777,1199.7157386366123,198.38551376785813,145.39610388930615,322.92979244008274,-677.710268078794,-6.274377612663458,-89.46446794646387,0.5210096666047085,25.35393536013817,1199.7672299710875,200.71835041949385,144.73339168962366,323.55253950245424,-677.6375010434388,-5.463858964550529,-89.55944860598696,0.6002031771230312,25.292668945699063,1200.1969584958817,198.99461221223717,145.70256252790594,322.6177508943033,-678.2202472676141,-6.492572107342046,-89.43003065583673,0.5445712512137071,25.28399242641661
337,26.036697247706428,1199.7135350818412,198.41329037955364,145.38401389321993,327.7333902866002,-675.4638572744134,-6.228868480445261,-89.4668308861042,0.5674165014541404,25.759794876798928,1199.7858886876718,200.72648700348776,144.73060093925696,328.30813194183827,-675.4012783440019,-5.501887949714916,-89.55584378725261,0.6194674222662573,25.694232667490578,1200.2069121041868,199.00891260437174,145.68982744271437,327.3528678023513,-676.0339268629043,-6.5162797586443775,-89.4265124752646,0.605474501212434,25.68374500287976
338,26.44036697247708,1199.7112162196167,198.44133340568413,145.37195015758832,332.5203899619325,-673.1838148378936,-6.189517107469458,-89.46871994874893,0.6135709168690137,26.165688039748197,1199.8499122199964,200.7373384091028,144.73029772166,332.8979265219338,-673.2255061473613,-5.719332882067708,-89.53821811477322,0.655236234653286,26.083220689152096,1200.2100822902587,199.0218946161672,145.67680288135287,332.1576859925208,-673.7676448749044,-6.480963100024761,-89.42760951502058,0.657625272713527,26.0906458091547
339,26.84403669724773,1199.7087760454574,198.46962965792343,145.35992416034046,337.2904495915923,-670.8702573799744,-6.156362193983761,-89.47013305516793,0.6594390732722374,26.571607732814556,1199.9095723273615,200.76319021104632,144.74086736097615,337.5707223267002,-671.022346900376,-5.6014792570751,-89.54537464731733,0.7259875769574691,26.480412307616277,1200.203759307083,199.0393890598166,145.68083329670608,336.9941507039147,-671.4053411119918,-6.331761464234101,-89.43883279945827,0.6853714568280682,26.50491331042576
340,27.247706422018354,1199.7062085548782,198.49816594794407,145.34794737940481,342.04322997721164,-668.5233055637453,-6.129430623268284,-89.47106903781167,0.7049869927067783,26.977546886269405,1199.9305630900108,200.77314624993747,144.725974080176,342.3961388037149,-668.641378183054,-5.661417534638028,-89.539608350915,0.7538485842775673,26.890828436796635,1200.1943467585988,199.05107660988625,145.66391593493827,341.87426384809135,-669.0375888398946,-6.116593585367481,-89.45282670156966,0.759236102200965,26.920959019132493
341,27.651376146788976,1199.7035077434002,198.52692908742338,145.33603129271154,346.7783946698806,-666.1430840333949,-6.1087374332959214,-89.47152764341348,0.7501805750043549,27.383498472928853,1199.9982124404528,200.80110867224846,144.71958581825038,347.1579856889325,-666.2959319900093,-5.668521058531839,-89.53684011896519,0.8132225272194235,27.298193688396143,1200.211943111064,199.0653719424372,145.66133721498346,346.63871061968143,-666.6636210747555,-6.09174228069758,-89.45336794026694,0.809497646593621,27.33018895018366
342,28.055045871559628,1199.700667606537,198.55590588803378,145.32418737818935,351.4956100413859,-663.7297213430484,-6.0942857922792335,-89.47150953529552,0.7949856140023214,27.789455504188343,1200.0678866947396,200.8393289170125,144.71771501373883,351.83108584374196,-663.9695603546468,-5.69047772091198,-89.53263589444934,0.8879544764286792,27.69948717278876,1200.209329831749,199.07648342687185,145.65414449053515,351.4171802077257,-664.2345532078613,-5.970414073735793,-89.4610042463651,0.8572167897744682,27.74132123270291
343,28.458715596330308,1199.6976821398084,198.58508316144895,145.31242711376711,356.1945453533156,-661.2833498858781,-6.0860669781016465,-89.47101629537852,0.8393678138013403,28.195411026002045,1200.1197282246471,200.85951634165406,144.7065612397882,356.51406308549565,-661.5402395512793,-5.852344903812378,-89.51885977185701,0.9162499676789746,28.1030786913665,1200.203465315058,199.09415092647532,145.6516271866031,356.19047971112474,-661.7658311787818,-5.774823096786455,-89.47424518685635,0.9184303308054792,28.15428013374293
344,28.86238532110093,1199.6945453387302,198.61444771934475,145.30076197737458,360.8748728239209,-658.8041058235915,-6.084060361639035,-89.47005042589313,0.8832928050574443,28.601358114818904,1200.1195114971217,200.8638906520169,144.70934874389505,361.1164399159943,-659.0747154504626,-5.8759056511331345,-89.51689196782641,0.9198796229484512,28.501981382354884,1200.2114863270858,199.10934505739266,145.6475801076323,360.8861840339805,-659.2905963962473,-5.7928277561242725,-89.47149154048877,0.9706791872734932,28.562377887582613
345,29.266055045871553,1199.6912511988194,198.64398637339372,145.28920344694032,365.5362676926847,-656.2921290164642,-6.088233393970627,-89.46861535079228,0.926726161300939,29.007289873487768,1200.1249957159948,200.87014579082063,144.7118260952838,365.76797571459224,-656.5437360877315,-5.919886146158828,-89.51326440754553,0.9274986704998549,28.90724886227698,1200.217265352636,199.12678598729013,145.65109572220152,365.51188157562467,-656.7828087479668,-5.825516538591916,-89.4684301530356,0.9961182714100842,28.96715312519176
346,29.669724770642205,1199.6877937155946,198.67368593527277,145.2777630003942,370.178408282526,-653.7475629540667,-6.098541597473008,-89.46671541686385,0.9696334152755873,29.413199427142704,1200.1530588271244,200.89574210375133,144.7053480420446,370.4633239819081,-654.0004346671826,-5.916582196980823,-89.51151491515738,0.9756032010603372,29.316501346198514,1200.215091976448,199.13034646329663,145.6457548814098,370.1732664917461,-654.2057663899419,-5.884940655116999,-89.4631801792762,1.016215922492808,29.374480980258227
347,30.073394495412856,1199.6841668845727,198.70353321665328,145.26645211566475,374.80097605955973,-651.1705546868099,-6.114928560795346,-89.4643558945418,1.0119800752907067,29.819079919081343,1200.1820567964774,200.92128413624542,144.70056043266848,375.1996800467942,-651.3808123558415,-5.923630902846228,-89.50910462967201,1.0204212651668876,29.73211198450444,1200.2067289549395,199.15258211988555,145.63875167260116,374.8177554115087,-651.630049705463,-5.802071006393436,-89.46778653503958,1.068404598740624,29.783157626027073
348,30.477064220183507,1199.6803647012725,198.73351502921128,145.25528227068165,379.4036556903689,-648.5612547584659,-6.137325937702271,-89.46154297841596,1.053731641579753,30.224924506647707,1200.2042482929344,200.9433101581717,144.70184915572494,379.8356463853253,-648.7670403808282,-5.921811133817117,-89.50788657910016,1.0531990971425125,30.140429207705804,1200.1932252217057,199.16318374330456,145.62698457598518,379.48845914955206,-648.9857269683645,-5.745090940124857,-89.4704609844373,1.1151204927002707,30.19438775347055
349,30.88073394495413,1199.6763811612075,198.76361818462067,145.24426494337345,383.98613509670486,-645.9198171397927,-6.165653449778546,-89.45828378743825,1.094853622657889,30.630726357131852,1200.2466324959742,200.98094881485042,144.69024070554417,384.6287546238268,-646.0590433772031,-5.924365891438979,-89.50487069012738,1.1157983302291627,30.56343962777987,1200.1866985831368,199.1711935311346,145.62798966328768,384.0595584660081,-646.3188372867701,-5.770295409925444,-89.46807382744085,1.1351731460562902,30.599919908222734
350,31.28440366972478,1199.672210259898,198.79382949455527,145.23341161167,388.54810550757657,-643.2463991634224,-6.199818892976923,-89.4545863648257,1.1353115516720198,31.03647864369805,1200.2672146916423,200.98890687731466,144.69933286382738,389.09191302690647,-643.4294467625921,-6.036490745466397,-89.49605382785109,1.1245729076313842,30.960442015967782,1200.184032677362,199.17909230177645,145.62124934395436,388.6568298189689,-643.6094276264994,-5.835748992913423,-89.46216990793229,1.1616502885381796,31.00860697097997
351,31.688073394495433,1199.6678459928598,198.82413577068934,145.2227337534999,393.0892615086456,-640.5411614601215,-6.239718147998565,-89.45045967765859,1.17507100273621,31.442174541352873,1200.2851860713881,201.00463429758622,144.7008367250345,393.64490719120533,-640.7149573612451,-6.0849753343180994,-89.49138353150222,1.1478527994201777,31.36692938016113,1200.1876583577903,199.18477715382255,145.6125165791559,393.1953577467162,-640.9078188370082,-5.958080813100239,-89.45144325102873,1.206301080622983,31.413608007650033
352,32.091743119266056,1199.663282355611,198.854523824698,145.21224284679246,397.6093010888969,-637.8042678965858,-6.285235194483174,-89.44591361617329,1.2140976072455376,31.8478072229656,1200.3176941034017,201.0454480628522,144.69125277441043,398.3922639057311,-637.8985638202527,-6.022908570143557,-89.49320154496648,1.216850198947665,31.791465124511774,1200.1941130912014,199.19776671679858,145.61270353361462,397.69562794311213,-638.1625517122272,-6.061349586740414,-89.4429951690466,1.2230663242505135,31.81849318248483
