view,theta_deg,gt_f_mm,gt_cu_mm,gt_cv_mm,gt_source_x_mm,gt_source_y_mm,gt_source_z_mm,gt_camera_euler_x_deg,gt_camera_euler_y_deg,gt_camera_euler_z_deg,unregularized_f_mm,unregularized_cu_mm,unregularized_cv_mm,unregularized_source_x_mm,unregularized_source_y_mm,unregularized_source_z_mm,unregularized_camera_euler_x_deg,unregularized_camera_euler_y_deg,unregularized_camera_euler_z_deg,intrinsic001_f_mm,intrinsic001_cu_mm,intrinsic001_cv_mm,intrinsic001_source_x_mm,intrinsic001_source_y_mm,intrinsic001_source_z_mm,intrinsic001_camera_euler_x_deg,intrinsic001_camera_euler_y_deg,intrinsic001_camera_euler_z_deg
112,-64.78899082568807,1201.5850129219868,198.9513412099762,146.5791324607612,-675.0944480741075,-327.5427954699713,12.484928933674947,-90.96306910030223,-1.5840962882180523,-64.04568101485229,1197.461177396518,201.30623299216487,145.85114003565687,-673.1348502370388,-325.63255535067395,13.252347569233374,-91.06080755432477,-1.5394169954735653,-64.22524642143432,1199.0353018850653,199.53388126342873,146.41343717192487,-673.6798279800157,-326.77599615560615,12.66877734582272,-90.98390769746413,-1.6185396206385303,-64.07939243061864
113,-64.38532110091742,1201.6032653890672,198.9222357928146,146.6303610913895,-672.9761771600464,-331.7797901729069,13.416478596595617,-91.03337208506233,-1.5629654132870496,-63.682412068357735,1197.5362254150195,201.34712451781894,145.88666387135092,-671.0947617755214,-329.74134263703894,14.705876559419579,-91.17309980571738,-1.5202816335921012,-63.874779962172106,1199.0739175188064,199.54331973802192,146.42043445874828,-671.5635306155145,-331.0612474044591,13.445098823646328,-91.04425105926119,-1.5936181666913656,-63.71440769087991
114,-63.981651376146786,1201.621275711466,198.89317833499834,146.68180288162648,-670.8304683683991,-336.0022866274823,14.341574692813818,-91.10319493857394,-1.5405133426117537,-63.319290356560394,1197.59988581775,201.37645390180558,145.90816602067972,-669.0065501332508,-333.8617465410671,15.78527352001921,-91.25680523112356,-1.4930362831191906,-63.52170768153936,1199.098466177501,199.55136618365512,146.42612566796916,-669.3311108568594,-335.5112255084378,14.072131401086006,-91.09291418462072,-1.5824636154621108,-63.333617722327155
115,-63.57798165137614,1201.639030107363,198.8641806984897,146.73340895383697,-668.6572911076867,-340.2105414340224,15.259220018729335,-91.17246155272902,-1.516769893759432,-62.95628688263659,1197.5580037446998,201.3609101783909,145.88404803490832,-666.472038265329,-338.91387010983874,15.33734444463219,-91.22171711041081,-1.4898731397694789,-63.08985269200025,1199.158962831118,199.56108639666155,146.4422485546925,-667.2330483775605,-339.5666211107083,15.403547575925021,-91.1967011005793,-1.5549316558963775,-62.984365316923366
116,-63.174311926605505,1201.656514794944,198.83525474525476,146.78513043038606,-666.4566102816929,-344.40480781209067,16.168425936221706,-91.24109646308793,-1.4917664346131356,-62.59337241344031,1197.6252590234012,201.3783423536926,145.90469969856343,-664.3667333899209,-342.89339022277807,16.37320309706222,-91.30268762504701,-1.4593311756525562,-62.7453719439977,1199.1735893040254,199.56606308402434,146.44339291416753,-664.9118432429638,-344.06782069970023,15.668203155362617,-91.21725211663684,-1.5333120312926998,-62.59787320690438
117,-62.77064220183486,1201.673715992386,198.8064123372564,146.83691843363874,-664.2283862911398,-348.585335351614,17.068212623752398,-91.30902486760563,-1.4655358747879415,-62.23051747175973,1197.674077269882,201.4072496757267,145.92984176114973,-662.0913693278688,-347.26043136947544,17.40981038751629,-91.38231785292069,-1.4477342009844623,-62.36966256788721,1199.2363935134981,199.57621049395132,146.46282528813674,-662.751641304078,-348.1472070905958,16.995307054022494,-91.32024242039672,-1.5122873172697746,-62.24447513456898
118,-62.366972477064216,1201.6906199178752,198.7776653364591,146.88872408595998,-661.972575025321,-352.7523697632918,17.95760932885573,-91.37617264544578,-1.438112657525855,-61.867692329351634,1197.7568208781227,201.4436367805548,145.96107921186518,-659.9605950035036,-351.1904782702784,18.79081855721844,-91.48929048368883,-1.4157648345101277,-62.028546604417635,1199.280816509951,199.5837298847946,146.47192282800415,-660.5277837159975,-352.2740689337427,17.81021697567018,-91.38357778741637,-1.4878437799934203,-61.886783790484166
119,-61.96330275229357,1201.7072127895922,198.74902560482786,146.94049850971493,-659.6891278439016,-356.9061526282955,18.835654622305206,-91.44246637590936,-1.4095327520658898,-61.504867000783385,1197.8178173604563,201.46707460191544,145.98200702219518,-657.838137184815,-354.95979603883467,19.92448814670005,-91.57793452788147,-1.3766858475685366,-61.698012086920535,1199.338925364049,199.5952849473636,146.48695554890227,-658.2788582426006,-356.39990176316127,18.837551670025885,-91.46353529941926,-1.4573337556014365,-61.52797491176117
120,-61.559633027522935,1201.7234808257192,198.72050500432664,146.9921928272685,-657.3779915491322,-361.0469211472852,19.70139665424021,-91.50783335750592,-1.379833646484587,-61.14201123811047,1197.8712047524255,201.47909756896536,145.9980678619823,-655.6404048467664,-358.9238004502323,20.698678389080854,-91.6382009669185,-1.3406212340135402,-61.35177985199502,1199.4105222356864,199.60868465962804,146.506286789016,-656.0599221628444,-360.40057180524184,19.813828800958827,-91.53973307692667,-1.410744751579108,-61.179800610283046
121,-61.15596330275229,1201.7394102444366,198.69211539691867,147.04375816098536,-655.0391083487235,-365.17490788877905,20.553893412542635,-91.57220162719574,-1.3490543410021958,-60.7790945264174,1197.9034953870312,201.49494745601078,146.01492262848296,-653.109981314276,-363.5291973499124,21.410195914237413,-91.69277049216159,-1.3328003991704995,-60.95121835205691,1199.445255952246,199.61980866243073,146.51530535042986,-653.6953091330054,-364.6309497872253,20.588095741956316,-91.59951677053921,-1.3919826299492757,-60.80974325376174
122,-60.752293577981646,1201.7549872639297,198.66386864456956,147.09514563323114,-652.6724158096321,-369.29034053689304,21.392212983750277,-91.63549997983112,-1.3172353417483258,-60.41608608024878,1197.9574345562935,201.51118077288027,146.02603772484161,-650.9149893653064,-367.31806480440514,22.21745653724974,-91.75571793642504,-1.2888541694587896,-60.616726331468946,1199.5150983531796,199.637132866863,146.5335697787615,-651.3897063575671,-368.6583168290037,21.68707185787575,-91.68496192575631,-1.3541235381037062,-60.45627052335258
123,-60.34862385321101,1201.770198102378,198.63577660924267,147.14630636637037,-650.2778468030167,-373.3934416384853,22.215433816792828,-91.6976579878274,-1.2844186549813688,-60.052954840955294,1198.0350038152596,201.5455009122819,146.05765965096384,-648.454157345533,-371.6669728403301,23.13756734094357,-91.82636159228186,-1.268530676735219,-60.23741866810977,1199.5527807201593,199.64752033995842,146.54107658813024,-648.9345594388932,-372.893285270963,22.435135259337354,-91.74360434587798,-1.3211194200997147,-60.083347344555
124,-59.944954128440365,1201.7850289779628,198.60785115290253,147.19719148276823,-647.8553294406571,-377.48442834975026,23.022644989845332,-91.75860602109239,-1.250647781753904,-59.68966947497964,1198.0732653477232,201.55010829545247,146.06645089688564,-645.9515713551275,-376.00880155487516,23.415388516863544,-91.84788549865428,-1.2415057981887039,-59.855304398854045,1199.572675189285,199.65826424507932,146.54662804228948,-646.4589134917934,-377.1595248378655,22.802991160717287,-91.77200939224241,-1.29769536265111,-59.707333536865804
125,-59.54128440366972,1201.7994661088683,198.5801041375137,147.24775210478975,-645.4047870030979,-381.5635121822873,23.81294648058586,-91.81827526724722,-1.2159677130165398,-59.326198373106024,1198.1400191660318,201.5766809323154,146.08927313385033,-643.5618268507649,-379.98996872721295,24.51292681354674,-91.93297254959789,-1.201355447665581,-59.50190890370287,1199.6287389439626,199.6738475315468,146.5602605383158,-644.0877395023863,-381.1177866899095,23.79120040604342,-91.84888719939522,-1.2629984145126412,-59.35615285658458
126,-59.13761467889908,1201.8134957132738,198.55254742503996,147.29793935479955,-642.9261378598243,-385.6308987486979,24.58544944015226,-91.87659775216707,-1.1804249251513874,-58.96250965069484,1198.2533136437341,201.61141457070119,146.1261140513795,-641.2304221341973,-383.942240933332,25.3376819655581,-91.99647500248145,-1.1610365533770288,-59.15435653625845,1199.7086504155318,199.693324743385,146.58011320470337,-641.7410217279415,-384.9722288202529,24.72918776161542,-91.92216422778569,-1.2090035484764925,-59.01353846151322
127,-58.73394495412844,1201.8271040093643,198.5251928774453,147.34770435516307,-640.419295381778,-389.68678750775024,25.339276471095534,-91.93350636087617,-1.1440673759253734,-58.59857114892527,1198.2453595250736,201.61249537734753,146.1229453565962,-638.502770233454,-388.44042888906324,25.532525354623193,-92.01152398839407,-1.1432114830863642,-58.75236375553438,1199.7487871583958,199.70689925751492,146.59295151553772,-639.3002531617259,-388.9959827149717,25.226344301118292,-91.96090338548818,-1.1706984054046852,-58.6556930517524
128,-58.330275229357795,1201.84027721532,198.4980523566947,147.39699822824522,-637.8841678465113,-393.7313715091629,26.07356190962131,-91.98893485882782,-1.1069445008528076,-58.234350437065096,1198.2852936688655,201.61272192644913,146.1331478248821,-635.9902517920709,-392.4732767500924,26.11278972791446,-92.05675981902118,-1.10027746250304,-58.39013200037881,1199.800619531435,199.72749400846783,146.60604357133184,-636.8239920745548,-392.9746142447388,26.149991530046584,-92.03280773483922,-1.1358859967310617,-58.29890004621373
129,-57.92660550458715,1201.8530015493238,198.47113772475225,147.44577209641105,-635.320658336323,-397.7648371380628,26.787452112426667,-92.04281791360297,-1.0691072099555674,-57.86981481578803,1198.406045677381,201.65732126127162,146.17112872773137,-633.6355116024819,-396.19526025332647,27.26160357550158,-92.14622369404564,-1.042321701293787,-58.056920670064756,1199.8045874866293,199.729758215251,146.6065203577522,-634.0851769221659,-397.37408549339494,26.37775122147723,-92.05017189659543,-1.1232250682686704,-57.90329951855873
130,-57.522935779816514,1201.8652632295568,198.44446084358185,147.49397708202528,-632.7286646297058,-401.78736385917085,27.48010574842918,-92.09509111706062,-1.0306078849083202,-57.50493132155622,1198.4856745380753,201.68684914201208,146.19292480332953,-631.0891311563894,-400.18909225523083,28.058800114482597,-92.20829346348265,-0.9977209186043617,-57.69735435090704,1199.9191610023654,199.75106908950352,146.6315495342949,-631.65399439787,-401.10864482980895,27.71988467028074,-92.15487618982763,-1.059478661784241,-57.566821162011394
